,_sa_instance_state,text,datetime,tweet_id,username,id
0,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3c760>,"Namanya gelandangan yeah bginilah,gelandangan politik ngawur mulu   Amien Rais Minta Jokowi Lupakan 3 Periode: Oktober 2024 Purna Tugas, InsyaAllah Jadi Guru Bangsa   https://t.co/EzJ97DN2mP lewat @tribunnews",30/12/2022,1608956051495452672,sihol72,1
1,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3c7c0>,"Selamat menyongsong Tahun Baru 2023 Sahabat Terhormat dan yang Saya Muliakan.kiranya sehat selalu&amp;dalam Lindungan Tuhan,Amin. mohon mampir sejenak.🙏😀🙏👍🇮🇩🇮🇩🇮🇩 #jokowi3periode (ini hak saya bersuara/berpendapat) https://t.co/a8zuDV1VgW",30/12/2022,1608951841412481026,RamotHalomoan,2
2,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3c820>,@LifeGreal @detikcom @NasDem @PKSejahtera @PDemokrat 2 periode Jokowi berkuasa aja para kaum kadal gurun pada kejang2 n pada gila berjamaah  . . Apalagi jika 3 periode? Bisa2 RSJ penuh 🤣🤣🤣🤣🤣,30/12/2022,1608876089698586625,RicoRubawange,3
3,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3c880>,Kalau ide mungkin banyak mengidekan. Soal implementasi pak @jokowi the best. Lanjutkan 3 periode pak 😄,30/12/2022,1608872191994785792,FintraDigital,4
4,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3c8e0>,"namanya pendapat boleh aja ya kan, yg pasti presiden Jokowi sudah dgn tegas mengatakan tidak ada 3 periode, pemilu akan tetap berjalan karna Jokowi patuh pada konstitusi  https://t.co/yHaoyq0wGT",30/12/2022,1608861219125080066,PutriSemesta45,5
5,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3c940>,@FWBESS Jokowi 3 periode ngga?,30/12/2022,1608857516053778432,unknownppl666,6
6,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3c9a0>,Dukung Jokowi 3 Periode hahaha,30/12/2022,1608851392520945670,Sing4Gurun,7
7,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3ca00>,@Anti_Oligarki @RamliRizal Coba mana datanya Yang ngomong Lanyalla dukung Jokowi 3 periode ??????,30/12/2022,1608838330950774785,LaNyallaAcademy,8
8,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3ca60>,"@Shofia_Labora @jokowi Si paling membantu 😂. Nanti jokowi fokus bantuan sana, ada yg komen ""pak Indonesia bukan di cianjur aja, masih ada papua, dll."" ; ""halah.. Cari sensasi utk 3 periode"". Dan masih banyak yg lainnya. Intinya ndk pernah bener 😂",30/12/2022,1608818268596494336,EkarinantoM,9
9,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cac0>,"Trending topik  presiden Jokowi Dodo berkunjung di daerah bima NTB pasar sila, seorang  laki-laki ini lolos dari Cegatan pampers. ingin menyuarakan isi hati nya secara langsung dgn presiden💪💪🤗 suara wong Bima #3 periode buat #Jokowidodo https://t.co/fRLxAcvh54",30/12/2022,1608818126766112773,Erick1Eriyanto,10
10,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cb20>,@NKRI_jokowisyoo Maturnuwun pak jokowi💞 3 periode njih @jokowi,30/12/2022,1608813254599675909,santriblidik,11
11,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cb80>,"Presiden 3 Periode Rusak Konstitusi, PPI Minta Jokowi jadi Negarawan https://t.co/iTF5Bzi768",30/12/2022,1608812776167976960,OposisiCerdas,12
12,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cbe0>,@VIVAcoid Hidup Jokowi semoga bisa 3 periode bila perlu seumur hidup,30/12/2022,1608808073094926336,jean08ohoitel,13
13,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cc40>,"Bongkar Alasan Relawan Jokowi Tolak 3 Periode, Rocky Gerung: Mereka Tahu Anies Terus Salip Ganjar https://t.co/C6OGLH7Aor",30/12/2022,1608805106325278721,WartaEkonomi,14
14,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cca0>,"Ntar ketika 2024 berakhir tetiba mbah Amien merasa seperti pahlawan, teriak2 ke kadrun krn dialah Jokowi ga maju 3 periode🙈",30/12/2022,1608804532938772480,Tanah_air_q,15
15,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cd00>,@jokowi 3 Periode pak De @jokowi .. Tetap Semangat Pak !!! Atas nama Rakyat .. https://t.co/RTyP7gDerc,30/12/2022,1608798183748165633,AFFA_SNR,16
16,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cd60>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/GKe6sT2gYr",30/12/2022,1608775659572318213,news_wanheart,17
17,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cdc0>,"@detikcom Seharusnya Bapak Jokowi sih 3 periode, tpi jka tdak sesuai regulasi Ibu Puan lah yang pantas jdi presiden selanjutnya 🫥",30/12/2022,1608771085520244736,danil_adp,18
18,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3ce20>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/HDt2ecjLrh",30/12/2022,1608763948492533760,OposisiCerdas,19
19,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3ce80>,mending jokowi 3 periode,30/12/2022,1608760421225476096,so8aron,20
20,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cee0>,Jokowi mengatakan penegasan soal jadwal penyelenggaraan Pemilu 2024 harus diberikan agar tak ada lagi isu soal penundaan hingga '3 periode'. https://t.co/Yq0igSGwTG,30/12/2022,1608754178532442121,DoraLiggons1,21
21,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cf40>,"@NKRI_jokowisyoo Saya asli jakarta tapi sekarang tinggal di pekanbaru jadi gk sabar mau punya mobil biar bs pulkam ke jkt, jarak tempuh jadi lebih cepat. Ini semua gara² Pakde Jokowi, terima kasih Presidenku.  #jokowi3periode",30/12/2022,1608750239250513921,RubenRompis,22
22,<sqlalchemy.orm.state.InstanceState object at 0x7fed23e3cfa0>,"Damai Hari Lubis  Pengamat Hukum &amp; Politik Mujahid 212  Jokowi/ Jkw  3 periode  melalui pemilu 2024 diundur, adalah sebuah planning A atau rencana pertama. Dan sudah didrop oleh Jkw ( dibaca : oleh oligarki ), oleh sebab test water planning A. yang dilempar ke publik  melalui",30/12/2022,1608734872063078401,damaiharilubis6,23
23,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48040>,"( Ikhtisar : Sebuah prediksi suksesi kepemimpinan di tanah air melalui Pemilu Capres dan Cawapres di Tahun 2024, gelanggang pesta demokrasi rakyat demi status quo atau perubahan untuk NRI. lebih baik ? )  Planning A Oligarki Jokowi 3 Periode Pupus, Ganjar adalah Planning B",30/12/2022,1608734870154653697,damaiharilubis6,24
24,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d480a0>,@caul_tanjung Tidak ada penundaan pemilu cuma pengangkatan jokowi 3 periode sj drun,30/12/2022,1608730357335232512,mjpty58,25
25,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48100>,Warga Lampung Pasti dukung Jokowi Untuk Presiden Kalo Bisa 3 Periode #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/L52M11ZqcK,30/12/2022,1608727161396936705,AnandaVita6,26
26,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48160>,"“Ada kawan-kawan relawan yang mendukung 3 periode, kami juga akui itu. Ada juga yang menginginkan Pak @jokowi terus, ada yang bagi mereka presiden itu Pak Jokowi terus,” kata Handoko kepada wartawan di Kantor Projo, Jakarta Selatan, Rabu (28/12/2022). https://t.co/mYWkeNMvBm",30/12/2022,1608721433148153858,Projo_Pusat,27
27,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d481c0>,"@SalminKhan14 @jokowi Salah besar kalau dibenci 70 rakyat NTB. Yg 70% itu krn terprovokasi &amp; dibodohi elit"" yg tidak setuju dg cara Jokowi memimpin dan membangun negeri. Andai boleh mencalonkan lg sbg presiden unt periode 3, lebih dari 80-90% rakyat NTB akan dukung Jokowi.",30/12/2022,1608718031135596544,raintears67,28
28,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48220>,@Eyang_Papi Program kerja thn an: Jan anti terompet Feb anti Valentin Maret isu 3 periode April sebar hoax Mei demo anti jokowi Juni isu pancasila Juli fitnah pemerintah Agt isu pakaian adat 17an Sep bakar bendera PKI Okt fitnah jokowi Nov sibuk urus reuni Des razia atribut natal / trompet,30/12/2022,1608698205109354498,geetracker,29
29,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48280>,@jokowi Riang gembira pak jokowi layak 3 periode #NKRI🇮🇩🇮🇩🇮🇩,30/12/2022,1608696246847537155,PMI_Millenial,30
30,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d482e0>,@BangEdiii @jokowi kaya gini mau 3 periode? Ketawa...,30/12/2022,1608690665717923843,putih_dan_hitam,31
31,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48340>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/vDCDa3oTCL",30/12/2022,1608682135828987906,RepelitaO,32
32,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d483a0>,"@jokowi Pak tolong jgn ngotot 3 periode ya,ini negara jadi carut marut karena presidennya gak ngerti apa apa,maaf loh pak...sekitar bapak adalah manusia2 dungu",30/12/2022,1608677969362575360,IRA37785083,33
33,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48400>,"TANGKAP SEMUA TEROR IS KONSTITUSI.      Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/MScRKtwCxZ",30/12/2022,1608677069227196418,malikah65367056,34
34,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48460>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/60JkNMxBBa",30/12/2022,1608672528960212992,BeritakanID_com,35
35,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d484c0>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/gY6TE0K8cf",30/12/2022,1608666687133388803,democrazymedia,36
36,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48520>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/2xHOlGqeME",30/12/2022,1608663163146502144,RepelitaO,37
37,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48580>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/9xjrHNw6eC",30/12/2022,1608658546337669122,gatotsuhiro,38
38,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d485e0>,@NKRI_jokowisyoo Mantap pak jokowi 3 periode hidupp 💪,30/12/2022,1608652986393432065,goro2bojo,39
39,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48640>,"Yap, memimpinlah sesuai UU dan peraturan yg berlaku. yg gak setuju IKN brti melawan UU. Bicara IKN itu adlh bgmn tata kelolanya, lihat kondisi yg ada, jk memungkinkan knp tidak? Sy setuju IKN(sesuai UU) yg sy gak setuju jokowi 3 periode krn itu melwan konstitusi. 😁👍🙏",30/12/2022,1608651130623655936,kuntaw_h,40
40,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d486a0>,"@Usuludin321 Bisa 3 periode,tapi Bapak Jokowi tidak bersedia bagaimana,,,karena Bapak Jokowi taat dgn konstitusi",30/12/2022,1608651114056151043,Saipul76104730,41
41,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48700>,"Liat drunnn Presiden Indonesia pak Jokowi, 3 periode pasti mau 95 persen raKyat Indonesia , kereen sih",30/12/2022,1608650239459889153,pinkfloydd09,42
42,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48760>,"@RagilSemar Yap, memimpinlah sesuai UU dan peraturan yg berlaku. yg gak setuju IKN brti melawan UU. Bicara IKN itu adlh bgmn tata kelolanya, lihat kondisi yg ada, jk memungkinkan knp tidak? Sy setuju IKN(sesuai UU) yg sy gak setuju jokowi 3 periode krn itu melwan konstitusi. 😁👍🙏",30/12/2022,1608650227367710721,kuntaw_h,43
43,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d487c0>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/27AyAXDI48",30/12/2022,1608646650557521921,geloraco,44
44,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48820>,@RaraLovie Setingan gak ya 😂. pak jokowi sangat di sayangi rakyat .  3 periode saja pak 😂. 🤮🤮🤮,30/12/2022,1608646517187018755,STresnowat1,45
45,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48880>,"@AdiAdimsamin @NKRI_jokowisyoo Gw pendukung Jokowi, tp ga setuju dia 3 periode. Ikutin aturan yg ada aja. Bukan apa², udah males dgn perpecahan warga Indo krn haters²nya. Mendingan diganti dgn org yg bs melanjutkan visi misinya.",30/12/2022,1608642601707790336,PooHunny13,46
46,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d488e0>,"Jokowi Diminta jadi Negarawan, Presiden 3 Periode Merusak Konstitusi : Presedium Pemuda Indonesia (PPI) kembali melakukan aksi di depan Istana Presiden Jakarta. Aksi yang dilakukan Presidium Pemuda Indonesia terkait isu wacana 3 periode dan atau… https://t.co/6uBo3NFOgf",30/12/2022,1608632851309948928,RMOLJatim_id,47
47,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48940>,@Yurissa_Samosir Setuju 3 periode tuk jokowi kata Mr. Rg,30/12/2022,1608622004827222017,bangsholeh161,48
48,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d489a0>,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/336MRuu9Kh",30/12/2022,1608615388899835905,tvOneNews,49
49,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48a00>,"@baronko_cole Pendukung jokowi pasti makin bangga dan memuja, makin getol suarakan 3 periode",29/12/2022,1608600534088568833,Qshareina,50
50,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48a60>,@AirinDatangLagi Jokowi 3 periode,29/12/2022,1608599608648937474,nurfajar_banser,51
51,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48ac0>,@tanyakanrl Dukung Jokowi 3 periode,29/12/2022,1608544599852847104,kapabilite,52
52,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48b20>,@jokowi @widayatiningMMh Sederhana banget cocok 2-3 periode,29/12/2022,1608517037676179456,afatsal,53
53,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48b80>,"@democrazymedia @MprAldo Dan presidenya sdh dpt saya pstikan Ganjar Pranowo yg meneruskan estafet oligarki untk menggantikan Jokowi bl skenario 3.periode gagal,tp bl skenario 3.periode brhsil maka psti Jokowi lg yg jd presidenya.",29/12/2022,1608513725669199872,Rocky45724744,54
54,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48be0>,@CyberHansip86 Mungkin mau minta oleh² ke pak presiden? Atau mau minta jadi komisaris??? Atau mau foto bareng sama presiden?? Atau mau jaketnya pak Jokowi? Atau mau ngomong kalo mau dukung 3 periode ???,29/12/2022,1608502429116674049,Hardiyan_36,55
55,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48c40>,@MichaelNababani Harusnya pak Jokowi tgl 31 Desember 2022 ngeprank mengumumkan Pemilu ditunda/lanjut 3 periode jd pas malam tahun baru pembenci Jokowi jd PD pulang ke Rahmatullah. Enak jadi aman negeri ini. 🙏😅,29/12/2022,1608493230517268487,matjanmi,56
56,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48ca0>,"Sayang sekali Bpk Jokowi sdh mengatakan hanya 2 periode, seandainya 3 periode orang ini pasti sudah kejang2 kelojotan.. https://t.co/xscyeHnwAL",29/12/2022,1608491383555489794,MichaelNababani,57
57,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48d00>,@NKRI_jokowisyoo Jokowi tuh kagak mau 3 periode kitanya aja yang mau,29/12/2022,1608460050867314689,pacar_awkarin,58
58,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48d60>,Mi: Saya Xue: Cinta Jokowi  Mixue: Saya dukung Jokowi 3 periode,29/12/2022,1608459520220762116,barnadi,59
59,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48dc0>,"Temen aku yg lama tinggal di Amrik merit sama orang sana nulis : Pak Jokowi Satu2nya presiden Indonesia yg kudoakan sampai berlinang air mata.  Cinta tulus rakyat itu yg membuat oposisi takut dg '3 periode'. Krn klo Pak Jokowi ikut kontestasi lagi, kemungkinan besar menang lagi.",29/12/2022,1608448921839505408,tjitrosoenarjo2,60
60,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48e20>,Kok banyak yang angkat 3 periode buat Pak Jokowi 🤭❤️🔃👇🏻🤣 https://t.co/wqoZ1eIVh5,29/12/2022,1608434557895970822,AQSopo4,61
61,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48e80>,"Jokowi kerenn emang , NKRI maju 3 periode",29/12/2022,1608411773727825921,pinkfloydd09,62
62,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48ee0>,"@dedimahardi @muchlis_ar @saiful_mujani @saifulmujani @saidiman @jokowi Pak Jokowi sudah jelas menolak untuk 3 periode,  buat apalagi dibahas?",29/12/2022,1608402708289191937,tambunanborneo,63
63,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48f40>,@jamban9 @jokowi Ini bagian dari operasi 3 periode,29/12/2022,1608392962421182465,dodi_owi,64
64,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d48fa0>,NKRI Harga Matiiii ✊🐸  #JokowiHebat #Jokowi3periode #PrestasiJokowi #JokowiAdalahKita #JokowiPresidenku #JokowiMajuBersamaIndonesia,29/12/2022,1608391714519285761,gibahnerakabumi,65
65,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54040>,@JaenoXTM Drama pengen 3 periode seolah-olah rakyat cinta jokowi...🤣,29/12/2022,1608390700428832770,dedifrozenfood,66
66,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d540a0>,@jokowi Layak 3 periode suara milenial dukung,29/12/2022,1608381895557144576,PMI_Millenial,67
67,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54100>,@ariyanto9993 Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode https://t.co/6pAAX4He2C,29/12/2022,1608381176665997313,FreddyAdi2,68
68,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54160>,@ariyanto9993 Jokowi Tegaskan Tolak 3 Periode: Konstitusi Tidak Membolehkan https://t.co/Eio0K9sY5w,29/12/2022,1608381142646022145,FerryFrank2,69
69,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d541c0>,Pak Jokowi memang terbaik. Lanjut 3 periode! 🤟,29/12/2022,1608379188800811009,eriksonnn_,70
70,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54220>,"Presiden Jokowi menegaskan dirinya menolak usulan perpanjangan masa jabatan presiden 3 periode. Hal itu disampaikan oleh Jokowi dalam pertemuan dengan sejumlah pemimpin redaksi di Istana Kepresidenan  ""Saya kan sudah bolak-balik jawab, mau jawab apa lagi?"" kata dia. https://t.co/GuVSpmVFgO",29/12/2022,1608363795847745536,tatarenita15,71
71,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54280>,Relawan Jokowi Tolak Keras Wacana 3 Periode: Kami Tidak Mungkin ‘Mengamini’ Tindakan Berbahaya! https://t.co/ehcZQBsRav,29/12/2022,1608354634825076736,WartaEkonomi,72
72,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d542e0>,"@BosPurwa Hasil kinerja jokowi selama 8th :  - RI masuk 100 negara termiskin di dunia - IQ RI rata2 78 terburuk di ASEAN - RI penduduknya terbanyak alami gizi buruk di ASEAN - RI juara 3 di asia negara terkorup  Hasil jeblok gitu ada yg teriak2 3 periode,,kelainan jiwa.",29/12/2022,1608348991988846592,khojan_x_x,73
73,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54340>,"Sy tidak ada urusan dgn Partai2 Sy bebas..!!!  Tapi yg jadi perhatian saya, angka 3.  Apakah ini tanda alam: 3 Periode..?? Jokowi itu dari partai PDIP. https://t.co/YQAQzx1tCk",29/12/2022,1608346676179390465,BudTeguh,74
74,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d543a0>,@MireinaRiviere 3 periode aja gaksie pak @jokowi ?,29/12/2022,1608344706811035648,andhikatsu,75
75,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54400>,Warga Lampung Pasti dukung Jokowi Untuk Presiden Kalo Bisa 3 Periode #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/XQsd5pIRZa,29/12/2022,1608343402352988161,nindyriaa,76
76,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54460>,"@tempodotco Jika Jokowi jd 3 Periode, adalah Sesuatu yg memprihatinkan dlm tubuh Bangsa ini. Arti Nya : sbg wujud Kegagalan Pemimpin, dlm membina Bangsa n mempersiapkan Generasi Penerus Nya. Pak Jokowi WAJIB, menyiapkan Kader yg Mumpuni n hrs Transparan kpd Rakyat Nya, Siapa calon yg Tepat.",29/12/2022,1608335137619709953,Dank89375697,77
77,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d544c0>,○ MASIH WARAS! SEKJEN      PROJO TOLAK JOKOWI 3      PERIODE.  KETUM PROJO:      ADA YANG USUL SEUMUR      HIDUP.  https://t.co/ohoL30xsoi,29/12/2022,1608333640068640774,Ghifari17smp,78
78,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54520>,"Tolak Jokowi 3 Periode, Projo: Regenerasi Harus Berlanjut - Nasional https://t.co/qavBwnmJtc https://t.co/7I3mUfNbvl",29/12/2022,1608325216845058048,handoko2411,79
79,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54580>,"Tolak Jokowi 3 Periode, Projo: Regenerasi Harus Berlanjut https://t.co/ivsBYzXyhN",29/12/2022,1608319411940884486,lewispoolilies,80
80,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d545e0>,"@NenkMonica Emang kenapa kalau wacana 3 periode? Haram? Lalu menuntut mundur Jokowi halal? Ini demokrasi bukan suka2. Kalau mau 3 periode ada prosesnya, kalau nuntut mundur ada juga prosesnya.",29/12/2022,1608315184325722115,msiagia,81
81,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54640>,"Meski Tutup Wacana 3 Periode, Jokowi Dinilai Bakal Jadi Kekuatan Penentu Pemilu 2024 https://t.co/X77PaOxMpq",29/12/2022,1608309358386987008,BeritakanID_com,82
82,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d546a0>,"@tvOneNews @karniilyas Jokowi cukong oligarki akan all out menggunakan kpu bawaslu MK polisi media2 mainstream survey2 bayaran utk menjegal anies baswedan atau cari legitimasi utk 3 periode/perpanjang jabatan, usahain ganjar erick didukung pdip dan atau pemilu 2024 ditunda ..",29/12/2022,1608308878659457025,PONOROG23764997,83
83,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54700>,@Evalez_ PiNter kan pejabat negara ini.makanya dukung pak @jokowi  3 periode.kalau mau goblok mah jgn nanggung 😀😀,29/12/2022,1608270902097244163,Yopiluthfi2,84
84,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54760>,"Tolak Jokowi 3 Periode, Projo: Regenerasi Harus Berlanjut https://t.co/hNNwdiQ2oR #TempoNasional",29/12/2022,1608268075861966849,tempodotco,85
85,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d547c0>,"Meski Tutup Wacana 3 Periode, Jokowi Dinilai Bakal Jadi Kekuatan Penentu Pemilu 2024 https://t.co/cf7iJpGFvE",29/12/2022,1608266443484954624,geloraco,86
86,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54820>,@abu_waras Qodari ini Pendukung setia Ahok dan Jokowi kok belum ada juga tawaran jd komisaris BUMN ya 😀 makanya mana tau di periode ke 3 nanti jika Jokowi menang lagi bisa jadi menteri BUMN malah krn jd inisiator,29/12/2022,1608253103308173313,SyamsirHMSyari2,87
87,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54880>,"@CNNIndonesia termakasih pak jokowi yg adh memberikan kemdhan buat UMKM, kadrun kelojotan dgr berita kaya ginian..yok 3 periode atw GP biar indonsia ttp adil dan sejahtera",28/12/2022,1608247365189931014,LeuncaBohay,88
88,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d548e0>,@KompasTV Andai jokowi 3 periode ga bakalan spt ini😅,28/12/2022,1608243901810487297,ozfarirza,89
89,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54940>,"@tifsembiring ² periode kan sudah cukup emang jokowi mo maju periode ke ³ ?  atau, utk presiden berikutnya harus yg dpet restu dri jokowi ?  restu itu dari masyarakat Indonesia....",28/12/2022,1608242811438247936,yantomee,90
90,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d549a0>,@abu_waras Jokowi 3 Periode 😁🤣🤪🤪,28/12/2022,1608215152079572992,BudTeguh,91
91,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54a00>,@democrazymedia Jangankan mentrinya wong pretsidene Mr @jokowi sang PEMBOHONG aja OTaKnya enggak Beres udah Gatol ngurus negara HALUU bikin IKN lah mau 3 periode lah apalgi simbah wapres malah ngemis ke Rakyat krn kas negara Menipis Nagar #JokowiTakutAniesPresiden #JokowiTakutAniesPresiden https://t.co/ZgRJwOGVNB,28/12/2022,1608151834601955331,dewimajid4,92
92,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54a60>,@gibran_tweet pasti isi bukunya tentang pak jokowi 3 periode😀,28/12/2022,1608143824395857921,agungggrydi,93
93,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54ac0>,@CyberHansip86 Katanya sih Ada 3 agenda oligarki Plan a jokowi 3 periode Plan b perpanjangan jabatan/penundaan pemilu Plan c dukung boneka...  https://t.co/d9cfPPJOAU.,28/12/2022,1608119802547277830,ArRayah43832329,94
94,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54b20>,Ini Alasan Projo Tolak Jokowi 3 Periode dan Penundaan Pemilu 2024 https://t.co/rVUBTmzu4H #penundaanpemilu lewat @jpnncom,28/12/2022,1608099705212526593,FathraNazrul,95
95,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54b80>,"Andai Hukum membolehkan Presiden 3 Periode, saya pengen banget SBY yg di adu sama Jokowi. Biar ko tau, siapa yg paling di Percaya Rakyat Indonesia.  Yg jelas SBY akan KO. Pasti..!!! 🤣",28/12/2022,1608094341310054400,Candra4smara,96
96,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54be0>,Jokowi hebat !!! Jgn cuma 3 periode 🤪 https://t.co/zpTNw8jvy3,28/12/2022,1608089428005908487,iyoet__1075,97
97,<sqlalchemy.orm.state.InstanceState object at 0x7fed23d54c40>,"Ada kawan-kawan relawan yang mendukung 3 periode, kami juga akui itu. Ada juga yang menginginkan Pak Jokowi terus, ada yang bagi mereka presiden itu Pak Jokowi terus,"" kata Handoko kepada wartawan di Kantor Projo, Jakarta Selatan, Rabu (28/12/2022).  #projo #jokowi https://t.co/6F7G4X14IO",28/12/2022,1608078861669105664,Projo_Pusat,98
