,_sa_instance_state,text,datetime,tweet_id,username,id
1839,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66400>,@noire172 @jokowi Loe 3 periode  Gw getok  Ape loe? ape loe?,09/12/2022,1601227886996131840,s4h4b4tl4m4,1840
1840,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66460>,Bamsoet dan Bahlil Kembali Munculkan Isu 3 Periode: Publik Puas pada Kinerja Jokowi  Baca Selengkapnya: https://t.co/WuJesiKT7u  #BeritaTerkini #media #Online #news #BreakingNews #bamsoet #bahlil #3periode #publik #kinerja #Jokowi #Indonesia,09/12/2022,1601227764492689409,portalmediaid,1841
1841,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b664c0>,Saya berharap suara Jokowi 3 periode digaungkan lagi. Dan harus makin kenceng. Mosok kaum intelek kalah sama pengangguran buronan DC. 🤭🤭🤭,09/12/2022,1601225644398243840,SangGuru2471,1842
1842,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66520>,Di rezim ini banyak pejabat yg tambah kaya tambah berkuasa . Gak heran banyak yg mau jokowi 3 periode.,09/12/2022,1601223397790613504,Alwatzightebil1,1843
1843,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66580>,"Getol Minta Jokowi Lanjut 3 Periode, Bamsoet Harusnya Teladani Airlangga Hartarto https://t.co/FxBZ31csFb",09/12/2022,1601220126136598528,WartaEkonomi,1844
1844,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b665e0>,"@OposisiCerdas Makin ngaco aja orang orangan ini, seharusnya kalo faham UUD, faham Pancasila ga ada lagi yg menarasikan:  tanya kepuasan rakyat, penunndaan pemilu, jokowi 3 periode.  Sudah selesai, sudah final UUD sdh membatasi jatah 2 periode titik ga ada lagi yg hrs dibahas.",09/12/2022,1601216141103226881,dedifrozenfood,1845
1845,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66640>,"Jika terjadi perpanjangan masa jabatan Pa @jokowi dan atau Presiden bisa 3 periode melalui amandemen UUD, Perpu atau entah apa, apakah kita mau diam saja menerimanya?",09/12/2022,1601215249192869888,BennyKeef,1846
1846,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b666a0>,@susipudjiastuti Saya suka kinerja pak jokowi dan kesederhanaan serta aksi nyata infrasteuktur terutama di papua. Tapi utk 3 periode sy kasihan dg pak jokowi dan keluarganya dihujat netizen yg maha benar.smoga Allah beri yg terbaik sj,09/12/2022,1601214028327813120,Sutarjosebas2,1847
1847,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66700>,@MardaniAliSera Kau mendukung kalau ada demo turunkan Jokowi tapi begitu ada yg tereak Jokowi 3 periode atau yg Bamsoet suarakan langsung kejang2x. Katanya Demokrasi....tapi kok cemen dan cengeng gini Dasar Kadrun keranjang sampah...!!!,09/12/2022,1601212936399167490,tukangaduayam,1848
1848,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66760>,@HartonoRian2 @DedenPadjajaran @tvOneNews Lho yg bilang anda dukung jokowi 3 periode siapa?,09/12/2022,1601207556801974274,lxmw058,1849
1849,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b667c0>,"@lxmw058 @DedenPadjajaran @tvOneNews Lho yg mau Jokowi 3 periode siapa? Meski saya penggemar Jokowi saya gk setuju 3 periode, Jokowi sdh jelas menolak juga",09/12/2022,1601205627564748801,HartonoRian2,1850
1850,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66820>,"Ketua MPR Bamsoet Bertanya Apakah Rakyat Masih Ingin Dipimpin Jokowi, Dukung 3 Periode? https://t.co/rdSqi5nszo",09/12/2022,1601202522906972162,PutunMy,1851
1851,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66880>,"KERAS! Sebut Jokowi Tidak Paham Demokrasi Gegara Setuju Wacana 3 Periode, Rocky Gerung: Dia Kekurangan Pengetahuan! https://t.co/pFiMYPNfEB",09/12/2022,1601202278165118976,PutunMy,1852
1852,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b668e0>,Pandangan ini perpanjangan tangan oligarki yang masih menginginkan seorang presiden sperti Jokowi. Jokowi dapat diatur(stir) atas kehendak mereka. Bukan mustahil 3 periode terjadi jika kekuatan rakyat dapat disogok dg amplop 20 ribu. https://t.co/l4CiuIGgCy,09/12/2022,1601200244301082624,AlMawardin7,1853
1853,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66940>,"@VIVAcoid 73% rakyat  percaya kinerja Presiden Jokowi dan kabinetnya. . . barisan sakit hati tidak terima wacana 3 periode, bahkan menghendaki Jokowi lengser sebelum akhir jabatannya. Ente dah kesurupan , Drun. https://t.co/V4ubvUowE0",09/12/2022,1601199518787448832,andrewdiangelo,1854
1854,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b669a0>,"@OposisiCerdas 73% rakyat  percaya kinerja Presiden Jokowi dan kabinetnya. . . barisan sakit hati tidak terima wacana 3 periode, bahkan menghendaki Jokowi lengser sebelum akhir jabatannya. Ente dah kesurupan , Drun. https://t.co/sLGwpNqSHM",09/12/2022,1601198921606656000,andrewdiangelo,1855
1855,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66a00>,@msaid_didu @jokowi @LaNyallaMM1 @bambangsoesatyo Asiikk... Pak.Jokowi bisa 3 -4 periode..yes..! Yes--!!,09/12/2022,1601198112558964736,butramisty,1856
1856,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66a60>,Langkah DPD RI ini bisa jadi jalan pemulusan upaya Presiden Jokowi untuk maju 3 periode (atau lebih) karena di UUD 1945 asli tidak ada pembatasan berapa kali presiden menjabat. Hati-hati terhadap manuver La Nyalla. Sebatas pengetahuan saya beliau orangnya Jokowi.,09/12/2022,1601195432780201984,arwidodo,1857
1857,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66ac0>,@BennyHarmanID Saya sebagai rakyat mau Jokowi 3 periode.,09/12/2022,1601192914939711494,KsatriaNKRI,1858
1858,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66b20>,"@Amruamum @Miduk17 Oh, kalo untuk Pak Jokowi apa saja dimata si duki boleh saja bahkan kalo perlu 3 periode yg dilarang UU pun juga boleh",09/12/2022,1601188708132134912,Imrajula2,1859
1859,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66b80>,"@PDemokrat walaupun bukan pak jokowi yg ngomong ttg perpanjangan masa jabatan, ttg 3 periode, tetap pak jokowi yang salah, benarkan ?",09/12/2022,1601186974484029440,alfredsangian,1860
1860,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66be0>,"@giginpraginanto banyak yg mau jokowi mundur tu g salah,sah sah ja,tpi knpa g boleh lanjut 3 periode???🙄🙄🙄",09/12/2022,1601186296831279104,SekringP,1861
1861,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66c40>,"@aldjono @Gunto_Jaya9 @mkusumawijaya @mojokdotco @jokowi @kaesangp Emangnya kenapa, kan ga boleh undang lebih dari 400. Itu aturan yg buat dia sendiri yg ngelanggar dia sendiri. Mau 3 periode lagi",09/12/2022,1601184228896829442,GantengJonru,1862
1862,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66ca0>,Baru ngerti sekarang....knp berita spt ini sering kali di tampilkan....kemungkinan besar utk mempengaruhi fikiran masyarakat utk mendukung Jokowi 3 periode.,09/12/2022,1601183730684465153,Iyal90431410,1863
1863,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66d00>,"@VIVAcoid walaupun bukan pak jokowi yang menyatakan soal 3 periode, tetap pak jokowi yang salah kan ?",09/12/2022,1601180761511841795,alfredsangian,1864
1864,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66d60>,"Santai aja mbak, pejabat yang ngurusin sedang kampanye jokowi 3 periode",09/12/2022,1601176561067364352,mudjib_trisatya,1865
1865,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66dc0>,"indikasi kejahatan konstitusi oleh siapapun pelakunya di negara ini  Adapun untuk alat menangkis atau menolak isu pemunduran pemilu 2024 sebagai langkah negatif politik hukum dari para oknum penguasa, agar Jokowi menjabat 3 periode, dengan cara undurkan jadwal pemilu Calon",09/12/2022,1601172549601460229,DamaiHariLubis,1866
1866,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66e20>,"RI.dan merujuk UUD. 1945.  Maka Bamsoet dengan jabatan yang disandangnya, tentunya amat tidak pantas jika masih atau malah ikut serta dalam gagasan atau ide gila dalam kaitannya undur pemilu sekaligus Jokowi Presiden 3 periode tanpa pemilu, maka kualitas hukumnya Bamsoet dapat",09/12/2022,1601171502413410304,DamaiHariLubis,1867
1867,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66e80>,"diumumkan oleh KPU, sehingga siapaun pihak - pihak yang mencoba berkeinginan undur pemilu 2024 dan perpanjang jabatan Jokowi untuk 3 periode, walau dikatakan hanya sebagai wacana, namun wacana yang memiliki intrik- intrik perbuatan fisik nyata untuk melanggar konstitusi terkait",09/12/2022,1601171490652581888,DamaiHariLubis,1868
1868,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66ee0>,@msaid_didu Siap dukung Jokowi 3 periode supaya yang kena sick power syndrome semakin stress....,09/12/2022,1601169210591547396,Herry09898531,1869
1869,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66f40>,"Curiga Dukung Jokowi 3 Periode, Demokrat Sebut Bamsoet 'Pembegal Demokrasi' https://t.co/hJ8BttjHo3",09/12/2022,1601168918852386816,GoRiauCom,1870
1870,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b66fa0>,"Curiga Dukung Jokowi 3 Periode, Demokrat Sebut Bamsoet 'Pembegal Demokrasi' https://t.co/v4yCJUq46D",09/12/2022,1601168288146665472,GoSumbarcom,1871
1871,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71040>,"Bamsoet Hidupkan Wacana Jokowi 3 Periode Lagi, Demokrat: Berhentilah Hembuskan Angin Sesat https://t.co/Goez8nRek6 https://t.co/CxgLdReJrn",09/12/2022,1601165419012030465,pikiran_rakyat,1872
1872,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b710a0>,"Wacana Jokowi 3 Periode Muncul Lagi, Pimpinan DPR Pastikan Tahapan Pemilu Tetap Jalan https://t.co/fP7xBWUp8D",09/12/2022,1601163119128190976,rsaupwr,1873
1873,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71100>,"Bamsoet Munculkan Lagi Wacana Jokowi 3 Periode, Dasco Sebut Hanya Pendapat Pribadi https://t.co/ZbYVk2SV0D",09/12/2022,1601163115894394880,rsaupwr,1874
1874,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71160>,"Menurut Sufmi Dasco, pernyataan Bamsoet yang hidupkan kembali isu 3 periode Jokowi tak akan pengaruhi tahapan pemilu yang ada. #TempoNasional https://t.co/J0YyBhZXvo",09/12/2022,1601160878464065540,tempodotco,1875
1875,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b711c0>,"@msaid_didu @jokowi @LaNyallaMM1 @bambangsoesatyo Yang betul. Presiden Jokowi "" orang yang mengatakan 3 periode juga merupakan bagian demokrasi, sebagaimana yang mengatakan Jokowi mundur""",09/12/2022,1601160449919451136,Kangrohim14,1876
1876,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71220>,Jangan ngotot om pimred @mnctrijaya @gaibfiles yg lagi muterin statement RI 1 @jokowi ttg 3 Periode! Semakin Anda ngotot semakin bosenin! Coba jelasin TERORIS! Kok menghindar om pimred sambil ketawa kecil? Investigasilah! | om om @bluefadly @enweka @LatiefSiregar @doddyjete,09/12/2022,1601160119948959744,intanalyze,1877
1877,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71280>,"Walau tingkat kepuasan terhadap Jokowi sangat tinggi, hanya 18 persen yang setuju jabatannya diperpanjang jadi 3 periode. #TempoNasional https://t.co/NmKehOqIgU",09/12/2022,1601160053251543046,tempodotco,1878
1878,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b712e0>,"@Muhammad_Saewad Politisi Golkar kerap wacanakan jokowi 3 periode, nyaman di lingkaran istana atau tersandera kasus?",09/12/2022,1601159544855412736,pawangbanteng,1879
1879,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71340>,"Kalian ini Babi betul, bolak balik usul tunda pemilu, 3 periode, normalisasi pelanggaran UUD.. Eh pas giliran jokowi dituntut turun, kalian bilang inkonstitusional, makar... Coba kurang Babi apa kalian ini ya? 😂😂😂",09/12/2022,1601158490378018816,AyatuArmad,1880
1880,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b713a0>,"@HukumDan Woy, orang bebas berpendapat, sama kayak elo gak setuju jokowi 3 periode dan itu urusan lo sama sejenis lo. Tp elo belajar menghargai juga kl sda orang yg maunya jokowu 3 periode. Jangan kayak bocil komen lo yg ambekan kl orang berbeda pendapat. AKUN BLOOON",09/12/2022,1601156393607712770,YossieC777,1881
1881,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71400>,"Sampai Bamsoet Aminkan Pelanggaran Jokowi 3 Periode, Rocky Gerung Keras Duluan Atas Nama Aspirasi https://t.co/wDWCDZvNWG",09/12/2022,1601153691889065985,haluanharian,1882
1882,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71460>,Presiden Jokowi: Pengusul Presiden 3 Periode Ingin Menampar Muka Saya Klik untuk baca: https://t.co/HY4BR2naWd,09/12/2022,1601152630104805376,cokorda_b,1883
1883,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b714c0>,"Curiga Ketua MPR RI Bamsoet Dukung Jokowi 3 Periode, Demokrat Sebut Sebagai Pembegal Demokrasi https://t.co/axRn7IiVjv",09/12/2022,1601147795276464129,a_daud_ppnp,1884
1884,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71520>,Warga Lampung Pasti dukung Jokowi Untuk Presiden Kalo Bisa 3 Periode #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/AKA0N68gmO,09/12/2022,1601140321697628160,nindyriaa,1885
1885,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71580>,"Curiga Dukung Jokowi 3 Periode, Demokrat Sebut Bamsoet 'Pembegal Demokrasi' https://t.co/DysfF8ptk5",09/12/2022,1601139858277564417,GoNewsdotco,1886
1886,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b715e0>,"@chlickz001 @Vr1_Gim Korek Kuping Loe,Pak Jokowi tdk Ambisi 3 periode BLOK ! . Kemauan Para Pencinta NKRI dan Pendukung Pak jokowi yg menghendaki tsb.. Kuping COROK LOE . Jinjingan ente Nafsu Segunung, ngomong Selangit,tpi Kemampuan NOL BESAR  . JILAT TERUS PANTAT AMIS 😜",09/12/2022,1601131691896029185,Priymail,1887
1887,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71640>,"@CNNIndonesia he @jokowi , rakyat dikadali habis habisan.. rakyat china yg sejahtera, rakyat mu yg  menderita. mau nambah 3 periode pula..!!",09/12/2022,1601131332305768448,gerinisk2,1888
1888,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b716a0>,PKS ke Bamsoet: Kepuasan Rakyat Tak Bisa Dimaknai Ingin Jokowi 3 Periode! https://t.co/FAbypVOw7E,09/12/2022,1601125887872995329,RepelitaO,1889
1889,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71700>,Ketua MPR Mempertanyakan Korelasi Tingkat Kepuasaan Survei Kepemimpinan Jokowi dengan 3 Periode https://t.co/5tFBLOSrQb,09/12/2022,1601125797355741184,mitrapost_,1890
1890,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71760>,@ChalsofRivia @pipihfiles @AriyonoL Nanti kalo pak jokowi 3 periode rakyat baru di urusin,09/12/2022,1601124056023334912,radikal_rayap,1891
1891,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b717c0>,@RamliRizal Saya pny big data yg mau jokowi 3 periode...,09/12/2022,1601122816023465989,TriW1212,1892
1892,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71820>,Skenario pemilu ditunda dan Presiden Jokowi 3 periode mulai dimainkan?,09/12/2022,1601121248540360705,Imade_kun,1893
1893,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71880>,"@msaid_didu @jokowi @LaNyallaMM1 @bambangsoesatyo Semua berambisi utk terwujudnya ""3 periode"".",09/12/2022,1601119856094752770,ThE_ELm007,1894
1894,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b718e0>,@mkusumawijaya @jokowi @kaesangp Semoga bisa 3 periode biar kadal gurun mati secara mengenaskan,09/12/2022,1601119507770064896,KaryadiSutrisno,1895
1895,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71940>,"Curiga Ketua MPR RI Bamsoet Dukung Jokowi 3 Periode, Demokrat Sebut Sebagai Pembegal Demokrasi https://t.co/eNnP3Cnqkf",09/12/2022,1601117029775265792,news_wanheart,1896
1896,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b719a0>,@JacksQuevara @msaid_didu @jokowi @LaNyallaMM1 @bambangsoesatyo Jurang 3 periode😔,09/12/2022,1601111469155704834,AlasBanjaran,1897
1897,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71a00>,"Curiga Ketua MPR RI Bamsoet Dukung Jokowi 3 Periode, Demokrat Sebut Sebagai Pembegal Demokrasi https://t.co/NouiXWgr9y",09/12/2022,1601110843101310977,gatotsuhiro,1898
1898,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71a60>,"PKS ke Bamsoet: Kepuasan Rakyat Tak Bisa Dimaknai Ingin Jokowi 3 Periode https://t.co/FNScH9rd7E. JANGANKAN 3 PERIODE, 10 PERIODE KITA JABANIN KALAU PERIODE PERTAMA JOKOWI BISA MELUNASI JANJI KAMPANYENYA.",09/12/2022,1601109230840270849,gatotsuhiro,1899
1899,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71ac0>,"@msaid_didu @jokowi @LaNyallaMM1 @bambangsoesatyo Yess jokowi 3 periode ape lu...giliran kelompok lu aja bebas minta jokowi turun, baru diwacanain 3 periode udah kelonjotan hahaha",09/12/2022,1601108708058365954,borist0ka,1900
1900,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71b20>,@BiLLYKHAERUDIN Jokowi 3 periode,09/12/2022,1601108292725788673,fahrul1771,1901
1901,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71b80>,"Minta Isu 3 Periode dan Jokowi Jadi Wapres Disetop, Mantan Ketua MK: Semua Itu Terlarang https://t.co/wDPh4DTzNu #JimlyAsshiddiqie #Jokowi3Periode #TundaPemilu",09/12/2022,1601106155677179905,fajaronline,1902
1902,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71be0>,"@sobat_anies @azwarsiregar Bukan apa"", gue cuma kasian klw PS kalah lg. Ambisi blh tinggi tp liat kenyataan jg lah. Kekalahan sdh di depan mata.  Berharap didukung Jokowi? Lip service doang itu. Udh jls dia cuma endorse si rambut putih. Malah sendirinya mau 3 periode klw bisa.",09/12/2022,1601105260470497280,angga_rusmanto,1903
1903,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71c40>,PKS ke Bamsoet: Kepuasan Rakyat Tak Bisa Dimaknai Ingin Jokowi 3 Periode https://t.co/XsUntwtoFP,09/12/2022,1601104256781545473,OposisiCerdas,1904
1904,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71ca0>,Bamsoet pengen Jokowi 3 periode gara gara suhu panas? Ya sudah gapapa @jokowi bisa jadi presiden @PartaiGolkar kalo mau,09/12/2022,1601103013803790337,rollingwoles,1905
1905,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71d00>,Kebangkitan Wacana Jokowi 3 Periode Melalui Ucapan Bamsoet Sang Pemegang Hak Amandemen https://t.co/bsA2QJUdfF,09/12/2022,1601102621095460864,posbakumpranaja,1906
1906,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71d60>,Kebangkitan Wacana Jokowi 3 Periode Melalui Ucapan Bamsoet Sang Pemegang Hak Amandemen https://t.co/QZ9ZmvWIOC,09/12/2022,1601102612769738753,pantau24jam,1907
1907,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71dc0>,"@BennyHarmanID Jokowi udah bilang gak mau lanjut 3 periode, mau mu apaan bos.Harus gimana lagi? Kelompok mu bebas minta jokowi turun, di pihak lain bebas juga minta Jokowi lanjut.Jgn mau menang sendiri bos",09/12/2022,1601102360490582016,borist0ka,1908
1908,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71e20>,@yosnggarang sy dr awal yakin..jokowi akan trs dgm segala cara unt bs trs berkuasa..dgn segala cara..3 periode.perpanjangan jab or maju jd cawapres..ini rezim keji yg hrs dlawan biar tdk merusak konstutusi n demokrasi.terlalu mahal reformasi yg berdarah2 mau drusak oleh manusia haus berkuas,09/12/2022,1601098602096783360,alialhabsyi19,1909
1909,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71e80>,Tak Ada Capres Sehebat Jokowi jadi Dalih Para Elite Terus Gaungkan Isu Presiden 3 Periode https://t.co/a4mMqauuR8,09/12/2022,1601097978109984872,posbakumpranaja,1910
1910,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71ee0>,Tak Ada Capres Sehebat Jokowi jadi Dalih Para Elite Terus Gaungkan Isu Presiden 3 Periode https://t.co/p6PgWw7IjP,09/12/2022,1601097969968848897,pantau24jam,1911
1911,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71f40>,@democrazymedia Takut banget....kalian drun #jokowi3periode  #jokowi3periode  #jokowi3periode https://t.co/UkN6xvGi4p,09/12/2022,1601096624205619200,tukangaduayam,1912
1912,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b71fa0>,"Curiga Ketua MPR RI Bamsoet Dukung Jokowi 3 Periode, Demokrat: Ini Pembegalan Demokrasi! https://t.co/lqMQ5luj82",09/12/2022,1601094291295653892,democrazymedia,1913
1913,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f040>,"Acara Siraman Kaesang dan Erina, Jumat 9 Desember 22 Elegan, khidmat dan agung Selamat buat keduanya Selamat juga buat Pak Jokowi dan Ibu Iriana.. . . Kasian ya Kadrun gak punya acara. Kapan reuni dan demo lagi ? Ciaaaan deh...looo #Jokowi3periode #jokowi3periode #Jokowi3periode https://t.co/WuMB0tCcvh",09/12/2022,1601091583864340481,tukangaduayam,1914
1914,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f0a0>,https://t.co/LeYZW5JAjH  Ketua MPR #KetuaMPR  #Jokowi3Periode,09/12/2022,1601091446378876930,BangUle15,1915
1915,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f100>,"Ketua MPR Kembali Singgung Isu 3 Periode, Yan Hararap: Ada Deal Khusus? https://t.co/j1j6h3K2mp #BambangSoesatyo #Jokowi3Periode #KetuaMPR #PresidenJokowi",09/12/2022,1601090807464742912,fajaronline,1916
1916,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f160>,PKS ke Bamsoet: Kepuasan Rakyat Tak Bisa Dimaknai Ingin Jokowi 3 Periode! https://t.co/pmUZPllHFH,09/12/2022,1601089256671395841,democrazymedia,1917
1917,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f1c0>,"Halo Pak @_Bamsoet_2019 Tulung kalau ada rombongan pembenci Pak Jokowi seperti @msaid_didu @RamliRizal yang menggoreng issu penundaan pemilu, bapak yang jawab yah, atau bapak jangan sedang mengumpan issue perpanjangan nih? issue 3 periode jadi barang dagangan bapak yah?",09/12/2022,1601086127498498048,radotsimora,1918
1918,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f220>,"@satriohendri seandainya UU masa jabatan presiden dan wapres jd 3 periode ADA pun blm tentu akan mulai berlaku di 2024. Bs jd capres yg anda usung jd presiden akan menuai keuntungan. Toh knp hrs takut Jokowi 3 periode, kata oposisi kan rakyat sdh muak dg Jokowi. Bnr2 slalu ga sinkron narasinya",09/12/2022,1601086027065888769,exelrockstar,1919
1919,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f280>,@abu_waras Kemaren kadrun sibuk turunkan jokowi sekarang kami mo kampanyekan jokowi 3 periode kadrun mulai kepanasan.,09/12/2022,1601082620309536768,RudiSuhendra8,1920
1920,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f2e0>,@ismailfahmi Puan diam2 menghanyutkan . Lebih baik puan daripada Jokowi 3 periode...,09/12/2022,1601081764541214721,Julian303,1921
1921,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f340>,"@hipohan @jokowi Mantafff pak jokowi presidenku.... lanjutkan 3 periode, aman setosa sejahtera rakyatmu gemah ripah lo jinawi lanjutkan trusss😅",09/12/2022,1601081184259538944,NirNirwan,1922
1922,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f3a0>,"Tanggapi Bamsoet soal Jokowi, PKS: Kepuasan Masyarakat Bukan Berarti Ingin 3 Periode https://t.co/DqGOS3BfvM",09/12/2022,1601076559145996290,hanggonomurtopo,1923
1923,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f400>,"Bamsoet Hidupkan Lagi Wacana Jokowi 3 Periode, Demokrat: Urat Malunya Sudah Putus - Nasional https://t.co/F1LNG3Cjsw https://t.co/imz9oJ8BJ8",09/12/2022,1601072841545306112,de_folder,1924
1924,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f460>,Partai Demokrat menentang keras pernyataan Ketua MPR Bambang Soesatyo yang kembali menghidupkan wacana Presiden Jokowi 3 periode. #TempoNasional https://t.co/W5srqvsBIc,09/12/2022,1601072320168484864,tempodotco,1925
1925,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f4c0>,"Isu Jokowi 3 Periode, Demokrat: Ingin Terus Berkuasa Padahal Rakyat Susah https://t.co/NNE1LX606r",09/12/2022,1601071032936583168,merdekadotcom,1926
1926,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f520>,"@msaid_didu @LaNyallaMM1 @bambangsoesatyo Daripada capreskan anies yg hanya jd bonekanya jk, paloh dan reza chalid. Mending jokowi 3 periode",09/12/2022,1601068358254100481,mjpty58,1927
1927,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f580>,"@saiful_mujani Jokowi 3 periode mantap. Dpd capreskan anies yg hanya akan jd bonekanya jk, paloh dan reza chalid utk muluskan bisnis mrk dimasa datang",09/12/2022,1601067767129845760,mjpty58,1928
1928,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f5e0>,@Nicho_7777 @jokowi JOKOWI HARUS 3 PERIODE ...💪💪✊✊🤝🤝,09/12/2022,1601066341737197568,jolotundo988,1929
1929,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f640>,Misteri box isinya jokowi 3 periode,09/12/2022,1601063460061605888,hingarbingar39,1930
1930,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f6a0>,Itulah pentingnya @jokowi 3 periode..✊,09/12/2022,1601061385793781760,AfrizaMunaf,1931
1931,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f700>,"Curiga Ketua MPR RI Bamsoet Dukung Jokowi 3 Periode, Demokrat Sebut Sebagai Pembegal Demokrasi https://t.co/QZXQAaRKzN",09/12/2022,1601060605854904320,geloraco,1932
1932,<sqlalchemy.orm.state.InstanceState object at 0x7fed23b7f760>,"Curiga Ketua MPR RI Bamsoet Dukung Jokowi 3 Periode, Demokrat Sebut Sebagai Pembegal Demokrasi https://t.co/hFqQ4QScCb",09/12/2022,1601059336050118656,posbakumpranaja,1933
