,_sa_instance_state,datetime,text,tweet_id,id,username
3728,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f1c0>,07/11/2022,@YudiSet16452924 Bukan sebaliknya...? Perasaan cebong gk ada demo dan pencintraan sholat di jln DECH... kasihan kadrun klo P Jokowi 3 periode....😂😂😜💃💃💃,1589426318596530176,3729,KeynaWu
3729,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f220>,07/11/2022,"@HelmiFelis_ Mana gagal terus kok....dah brapa ratus kali mau digulingkan, tetap gagah pak Jokowi, malah ada yg usul 3 periode,dan kalian takut, Krn pasti menangnya wkwkwk https://t.co/symIrFJp2a",1589425418498895872,3730,Sarinah116
3730,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f280>,07/11/2022,"@HelmiFelis_ Ayolah drun, kita usulkan  utk diadakan Referendum: Jokowi turun hari ini atau lanjut 3 periode… setujukah?💪💪😃😃",1589421617377337344,3731,danyharto
3731,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f2e0>,07/11/2022,@keuangannews_id Ayo kita ajukan utk diadakan Referendum: Jokowi turun hari ini atau lanjut 3 periode… setujukah?💪💪😃😃,1589421229957865474,3732,danyharto
3732,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f340>,07/11/2022,"@sutanmangara Edit edit sendiri. Di sebar sendiri trs  org lain di suruh percaya.  Lu apa aja, andai pak Jokowi mau 3 periode, Anies itu sperti sampah.  Skrg lolos seleksi capres aja blm tentu kadrun udah ketinggian menghayal.  #AniesPresiden2024H",1589417403666288642,3733,arinuzula
3733,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f3a0>,07/11/2022,"Sekjen PDIP Tegaskan Xi Jinping Diperpanjang 3 Periode, Sinyal ke Jokowi? https://t.co/YZPeDaIyCi",1589416994277068802,3734,KangSarjono1
3734,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f400>,07/11/2022,"@BosPurwa @jokowi Semoga 3 periode, seru rasanya liat kadrun tersiksa seumur hidup 😁",1589416157161062400,3735,poco_satria
3735,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f460>,07/11/2022,"@tanyakanrl Kasih pertanyaan, ""menurut kamu, Jokowi 3 periode itu pantas kah? Kalau iyhh affhh alasannyy""",1589413013869953024,3736,barnadi
3736,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f4c0>,06/11/2022,@keuangannews_id 😂😂😂 kadrun barbar peminum kencing onta laknatulloh halu #jokowi3periode https://t.co/UMhzHBLMKE,1589406436463083520,3737,ParwantoAgus2
3737,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f520>,06/11/2022,@jpnncom Wis nate dak omongke bab iku. Ora merga Xi Jinping 3 periode terus jokowi kon 3 periode. Indonesia dudu Cina.,1589331066527313921,3738,MohArifWidarto
3738,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f580>,06/11/2022,@convomf Teriak jokowi 3 periode,1589312826736533506,3739,ifanspiderman
3739,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f5e0>,06/11/2022,@aniesbaswedan @NasDem Solo aman dukung jokowi 3 periode biar kadron kelojotan,1589287865590386689,3740,PrayidC
3740,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f640>,06/11/2022,"@DaengWahidin2 Jokowi tetap 3 periode, keinginan seluruh rakyat Indonesia.  No.  Debat!!!",1589249238697152515,3741,JorgiPrima
3741,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f6a0>,06/11/2022,"@DaengWahidin2 Jokowi 3 periode,  tak bosa ditawar.  Keinginan 70%rakyat Indonesia. 😂😆",1589245244058796035,3742,JorgiPrima
3742,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f700>,06/11/2022,@sutanmangara Bikin kadrun kejang dulu ah.....🤣🤣🤣 Jokowi 3 periode Indonesia jaya...👍👍👍,1589237246682886144,3743,PrayidC
3743,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f760>,06/11/2022,"@HelmiFelis_ Mendesak presiden mundur upaya paling logis saat ini katanya, Giliran menyerukan jokowi 3 periode,serentak pda kepanasan,melawan konstitusional katanya... Laa mendesak seorg presiden sah terpilih TURUN tdk melawan konstitusional ????? Otak apa Ontak",1589191910677442562,3744,Slankersx
3744,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f7c0>,06/11/2022,@CNNIndonesia Jokowi 3 periode!!!,1589188828644139010,3745,Will_Syams
3745,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f820>,06/11/2022,@detikcom Nanti klo ada yg berdemo nuntut Jokowi 3 periode boleh dong ?,1589188755541622784,3746,Ariefkasam2
3746,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f880>,06/11/2022,@HelmiFelis_ Jokowi 3 periode drun.,1589187538149076993,3747,proGPranowo
3747,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f8e0>,06/11/2022,@DaengWahidin2 Daeng ini napsu amat pingin pak jokowi pulang solo...ntar loe stress...#jokowi3periode...loe bunuh diri,1589181059711008768,3748,adityaabadi5
3748,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f940>,06/11/2022,@YASOzatulo @HelmiFelis_ Referendum saja dulu 3 periode..4 periode Andai rakyat setuju Ayok jokowi tarung melawan anies SETUJU URRAAAAAAAA,1589178766298783744,3749,agbudisan
3749,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930f9a0>,06/11/2022,"@BennyHarmanID Ya hanya bapak @jokowi yang bisa membawa ke arah lebih baik. HARUS 3 PERIODE, ayo AMANDEMEN UUD…!!!",1589177915920769024,3750,Etain76
3750,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fa00>,06/11/2022,@msaid_didu Tenang aja…kalau referendum 3 periode gagal… @ganjarpranowo  akan melanjutkan apa yg blm selesai @jokowi lakukan …💪💪😁😁,1589165820953124865,3751,danyharto
3751,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fa60>,06/11/2022,Seperti kata pakde Orang menyampaikan jokowi mundur boleh  menyampaikan jokowi 3 periode juga boleh,1589165054083334145,3752,MurtadhaOne1
3752,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fac0>,06/11/2022,"@HelmiFelis_ jika rakyat demo meminta pak @jokowi 3 periode ,sesuai konstitusi lu jangan kejang kejang ye ,,, https://t.co/0rkVk24hG7",1589159698766663680,3753,Affan79992133
3753,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fb20>,06/11/2022,@HelmiFelis_ Yang paling mendesak saat ini adalah mengamandemen UU45 untuk JOKOWI 3 periode itu yang paling logis !!.,1589155203760394241,3754,GomarusBudiatn4
3754,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fb80>,06/11/2022,Demo minta jokowi turun. Ayo kita balas komen mereka  #jokowi3periodesaja  #JokowiHebat  #jokowi3periode  #jokowi3periode,1589134701650128896,3755,anakranto64
3755,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fbe0>,06/11/2022,KAI itu baru mulai bangkit di masa presiden @SBYudhoyono  Ternyata perlahan dihancurkan di masa @jokowi   Kalau jadi 3 periode.. bakal tinggal rel dan bangkai gerbong serta stasiun aja sepertinya.,1589133980401807361,3756,ndCapio
3756,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fc40>,06/11/2022,Mendesak Presiden Jokowi 3 periode adalah upaya paling logis dalam bermegara saat ini demi kesejahteraan Rakyat..,1589132465251446786,3757,celotehnak
3757,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fca0>,06/11/2022,@DaengWahidin2 Rakyat mau JOKOWI 3 periode.,1589131796184465408,3758,JorgiPrima
3758,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fd00>,06/11/2022,"@HelmiFelis_ YA ALLAH YA ROBB, JADIKAN JOKOWI 3 PERIODE LAGI... UNTUK INDOENSIA YG LEBIH BAIK MAJU DAN BERMARTABAT...",1589127294869975040,3759,raden_gendowor
3759,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fd60>,06/11/2022,@BlueNeo81 Jokowi 3 Periode!!!,1589120938792341506,3760,JorgiPrima
3760,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fdc0>,06/11/2022,@organik_petani @AtukKe3 @LanangJagad31 @P_Eneste @aewin86 @DavidWijaya82 @Madebylaluna @IneedULord_ @KaredokLeunca__ @SeruniPuspaAlam @Manse_Mangat @RickyKardjono @MprAldo @msaid_didu 70 % rakyat Indonesia ingin Jokowi 3 Periode. MERDEKA!!! 😂😉,1589118689621999617,3761,JorgiPrima
3761,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fe20>,06/11/2022,@DaengWahidin2 JOKOWI 3 PERIODE..👍👍,1589114780560027652,3762,JorgiPrima
3762,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fe80>,06/11/2022,"@regarpauls @Sjaechu @democrazymedia Ibu kota baru utk Bangsa China komunis dan Penjilat Pribumi.Makanya Muhaimin dan Luhut Binsar Penjaitan minta Jokowi 3 Perioden.Ingat kedua orang ini,yang memaksakan Jokowi 3 Periode.Kenapa mereka skrg koq mau ikut calon wakil Presiden? Jiwa munafik akan merusak Kebangsaan.",1589112099401498625,3763,MocangTian
3763,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930fee0>,06/11/2022,@HelmiFelis_ Mendukung Jokowi jadi Presiden 3 Periode.  MERDEKA!!!,1589110022642229248,3764,JorgiPrima
3764,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930ff40>,06/11/2022,@HelmiFelis_ Mendesak DPR RI untuk amandeman UU supaya Presiden Jokowi 3 periode adalah upaya paling logis dalam bernegara saat ini,1589106284095496194,3765,ketut188
3765,<sqlalchemy.orm.state.InstanceState object at 0x7f88a930ffa0>,06/11/2022,Yuk kita naikkan aspirasi 3 periode untuk pak Jokowi. https://t.co/6gAdSljPJs,1589093699275063300,3766,Sudarno_Silaban
3766,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e040>,06/11/2022,"@ZainalM10798843 @RamliRizal @jokowi Semoga , klo ga memungkinkan mundur paling ngga,gausa 3 periode lah",1589083257429430272,3767,Danny12971208
3767,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e0a0>,06/11/2022,"@FirzaHusain Giliran kita sampaikan aspirasi Jokowi 3 periode, kejang kejang",1589082524349005824,3768,nusantara_one
3768,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e100>,06/11/2022,@PakwieTopan Kalo bisa mah pk de jokowi 3 periode,1589081577799450625,3769,Nawang991
3769,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e160>,06/11/2022,"@abu_waras Kebaikan dari saya. Saya dulu Ndak pilih Jokowi, tapi berharap beliau 3 periode. Karena cuman dizaman pak Jokowi Indonesia punya harapan maju",1589065941211836416,3770,Kangrohim14
3770,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e1c0>,05/11/2022,@fxbanget @Ary0977 @ex_AnakLolina fxbanget Jokowi diminta 3 periode cuma dianya gak mau 😅👍,1589043367589343232,3771,MamanSu74843985
3771,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e220>,05/11/2022,@AyaniMel Pemuja Jokowi ayooo minta 3 periode lagi😀😀😀😀,1589033391844122624,3772,garis_luruss
3772,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e280>,05/11/2022,Dari dulu yg demo menuntut @jokowi mundur sepertinya orang-orang itu juga? Apa selain demo mereka tidak ada kerjaan yg lain?  Mereka menuntut @jokowi mundur dgn logika otak sungsang. Sementara mereka sewot ketika ada wacana @jokowi 3 periode. Mereka punya otak kok sempit banget? https://t.co/RZ3znche0y,1589014721130553345,3773,Sukardi2017
3773,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e2e0>,05/11/2022,@msaid_didu Biar tak jadi beban kalian Sarar kan saja pak Jokowi 3 atau empat periode Biar dia yg tangung jawab menyelesaikan semua nya  Cocok?,1588965887264321536,3774,Ratu31195942
3774,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e340>,05/11/2022,@AmeshaSpenta1 @DaengWahidin2 @jokowi Bagaimana kalau #jokowi3periode mereka auto gila semua🤣🤣🤣,1588946118595182592,3775,Shagoe_er
3775,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e3a0>,05/11/2022,@democrazymedia Kalau Jokowi bakal 3 periode pasti kadrun² pada kejengkang ...🤣🤣🤣,1588945796745265155,3776,GomarusBudiatn4
3776,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e400>,05/11/2022,@DaengWahidin2 Jokowi 3 periode...demo terus sampe lu gilak🤣🤣🤣,1588945646132031488,3777,Shagoe_er
3777,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e460>,05/11/2022,@dwioktariyadi @PKSejahtera Jokowi 3 periode...biar Lu Makin gila pada🤣,1588945480876457984,3778,Shagoe_er
3778,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e4c0>,05/11/2022,@detikcom Beda dg jokowi ya...kalau rakyat tidak berisik maunya 3 Periode!,1588906512336195585,3779,DsSupriyady
3779,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e520>,05/11/2022,@NarimoPakde @Hudakeyy @jokowi Semua jadiin kambing hitam sampe minta 3 periode begitu terus sampe seumur hidup pun ttp ekonomi terjun bebas,1588902120581107712,3780,Nurfatm56604604
3780,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e580>,05/11/2022,"@Fikri_Prianton @msaid_didu Jika boleh ,saya tetap pilih jokowi,karna ga boleh dan di batasi 2periode,itu harus di patuhi,kamu ga usah oon""amat jadi rakyat , coda code coda code  3 periode terus mau dijadiin isu🤦🏼‍♀️",1588896837691674624,3781,1810Fitri
3781,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e5e0>,05/11/2022,Jika para kadrun boleh menyuarakan jokowi mundur Boleh juga ku suarakan jokowi 3 periode,1588896768846368768,3782,amrubaid
3782,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e640>,05/11/2022,"@Miduk17 Banjir akan lebih mudah dibereskan jika yang Mulia Pak Haji @jokowi jadi Presiden. Dukung Pak Jokowi Presiden 3 Periode, agar Banjir ada Solusinya, Macet ada Solusinya dan Rupiah bisa dibawah 10rb. Dibawah Kepemimpinan Pak Jokowi, Koruptor ketar ketir, Hukum Ditegakkan. Wkwkwkw",1588887669584826368,3783,taufiqR80
3783,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e6a0>,05/11/2022,"@biiiella_ Kalau bahasa Sanksekerta nya   ""Jokowi 3 Periode"" artinya berbeda tapi tetap satu",1588879087707521024,3784,DraiugantShierz
3784,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e700>,05/11/2022,@EDHARIS3 @cintah__ @jokowi3periode Jgn kasih tau nti epilepsinya kambuh 😂,1588879087636221952,3785,Thomastjik
3785,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e760>,05/11/2022,@T_AndriSugiarto Saya dukung jokowi 3 periode biar mrk ada kerjaan demoooooo 😂,1588878130068230144,3786,Rahayu60336018
3786,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e7c0>,05/11/2022,@LOVE_AG4EVER__ @jokowi Rakyat yg dibela begundal2 bersorban ini (katanya) malah maunya Jokowi 3 periode....drunnnn.. gimana cara gabung jadi Partai Kadrun Indonesia atau Partai Khilafah Indonesia sih....minat nih gw...gubraakkk..takebeeer,1588873934396862464,3787,radialv
3787,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e820>,05/11/2022,@convomf mending percaya jokowi 3 periode dah daripada percaya chat ginian awokw,1588873683078381569,3788,tweetardian
3788,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e880>,05/11/2022,Kalian teriak Jokowi mundur   Kami juga berhak teriak JOKOWI 3 PERIODE 🇮🇩  #kamibersamajokowi2024  #lanjutkan3periode https://t.co/aK3xg1TXdo,1588873175521456129,3789,cumanseragam
3789,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e8e0>,05/11/2022,@A3jati Saya sebagai rakyat juga menuntuk Jokowi nelaksanakan 3 periode,1588871462928412675,3790,duniabulat5
3790,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e940>,05/11/2022,@jagadmana @HumbleGzd @firzahusainInc @FirzaHusain #Jokowi3Periode kadrun barbar peminum kencing onta laknatulloh ngamuk ngamuk Mulu😂😂,1588865456353734656,3791,ParwantoAgus2
3791,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931e9a0>,05/11/2022,@RamliRizal @jokowi Dukung jokowi 3 periode..,1588849481696841728,3792,taufikchun
3792,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ea00>,05/11/2022,@ayamgeprekenaaq Jokowi 3 periode?,1588843960663146496,3793,contratistagen
3793,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ea60>,05/11/2022,"@GarudaWisnu11 @HelmiFelis_ kalo ngikutin logika qadroon minta presiden mundur sesuai konstotusi berarti minta presiden 3 periode juga sesuai konsitusi... dan kalo semua pendukung jokowi turun ke jalan minta 3 periode, kelar tuh pengungsi yaman dan kroco2nya.",1588840417302581248,3794,karmatiranda
3794,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931eac0>,05/11/2022,@SantorinisSun Gerombolan ini selalu teriak teriak seenak jidatnya turunkan jokowi....giliran ada tagar jokowi 3 periode ngamuk kesetanan....😂😂😂,1588822753578463232,3795,Tio_tmg
3795,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931eb20>,05/11/2022,@SantorinisSun Gampang sebenernya bikin gerombolan ini ngamuk dan stress....bikin tagar jokowi 3 periode.....😂😂😂,1588822196776230914,3796,Tio_tmg
3796,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931eb80>,05/11/2022,Jokowi 3 periode,1588806246379180038,3797,unoffici4l
3797,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ebe0>,05/11/2022,"@amandadwitia Ya begitulah, tapi ku sadar biaya pendidikan di era Jokowi 3 periode mahal hahaha",1588789646020202497,3798,barnadi
3798,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ec40>,05/11/2022,"@Hary_Tanoe Aku Sudah 3 Th Tidak Pernah Lihat Siaran TV, Terakhir Pas Jokowi Periode Debat Pilpres Aja🤣",1588781240848887813,3799,Sgrdamai
3799,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931eca0>,05/11/2022,"@BakulKopiPahit7 @anakranto64 Giliran pendukung Jokowi salurkan aspirasi 3 periode, ngamuk makin kencang",1588775556547751936,3800,nusantara_one
3800,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ed00>,05/11/2022,@HelmiFelis_ Hidup Jokowi 3 periode 😅,1588765488364277761,3801,ketut188
3801,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ed60>,05/11/2022,@jokowi Tetap sehat dan bahagia pak Jokowi ... kalau bisa 3 periode pak.,1588761707622850561,3802,GomarusBudiatn4
3802,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931edc0>,05/11/2022,@HelmiFelis_ Jokowi 3 PERIODE!!! YEEEESSS..,1588761705097875456,3803,MasKript
3803,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ee20>,05/11/2022,@damai61549852 @OposisiCerdas Saya juga mau Pak Jokowi tambah 3 periode. Sayangnya Pak Jokowi menolak.,1588760631943262208,3804,_erachmat
3804,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ee80>,05/11/2022,"@RonalSihotang78 Bsk saya bikin demo tandingan,,""JOKOWI 3 PERIODE""..🤭🤭",1588760143092940800,3805,aris_didacus
3805,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931eee0>,05/11/2022,"@HelmiFelis_ Pengertian ODGJ ya seperti ini. Kalau begitu lebih baik dah jokowi 3 periode deh. Helmi sipilis pintar, pintar menjerumuskan, dasar raja singa🤣🤣🤣🤣",1588754687414923264,3806,K_Wartika
3806,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931ef40>,05/11/2022,@tsumitobachi_ @sbyfess Jokowi 3 periode atau anies presiden?,1588751286241222656,3807,LagiMurtad
3807,<sqlalchemy.orm.state.InstanceState object at 0x7f88a931efa0>,05/11/2022,"@HelmiFelis_ Kalau begitu, kenapa ada wacana Jokowi 3 periode Kadrun kepanasan ?? Kan sama2 permintaan Rakyat !! Dasar Kadrun !!!",1588749164233785344,3808,ToniSugiri
3808,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b040>,05/11/2022,@deditelaumbanu4 jika ada yg menginginkan pak Jokowi mundur sebelum masa jabatan nya berakhir yaa  lanjutkan 3 periode saja itu yg terlintas di pikiranku 😀😎🙏,1588748929935757312,3809,AzzaAsdi
3809,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b0a0>,05/11/2022,@RudiGun07 @JasminAdi1 @Darwan45537622 @geloraco ayo dukung pemerintah jokowi 3 periode ....,1588744944977850369,3810,irwantoear12
3810,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b100>,05/11/2022,"@HelmiFelis_ Berarti kl rakyat yg mayoritas minta Jokowi 3 periode jg nggak pa²  ..... Karena ""rakyat yg punya hak atas negara""",1588743705670070273,3811,n_pamuji
3811,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b160>,05/11/2022,"@Usuludin321 Teriak2 pak @Jokowi mundur, boleh dunk kami teriak2 pak @jokowi 3 periode ??",1588741770669875200,3812,kssagala
3812,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b1c0>,05/11/2022,@HelmiFelis_ Seandainya ada undang2 nya..saya mantab pak jokowi 3 periode...,1588726757221617664,3813,NKRI_LOPE
3813,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b220>,05/11/2022,@Utero2022 Hidup Jokowi 3 periode 😅😅🤭,1588714585993154561,3814,ketut188
3814,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b280>,05/11/2022,@AlifRozaliF Atau Jokowi 3 periode,1588706539036372993,3815,robulmaulana_
3815,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b2e0>,05/11/2022,@detikcom Kadrunista: jokowi mundur!!! Cebongers: jokowi 3 periode!!! . Kadrunista marah². 🤧🤭 Cebongers full senyum. 😎😁 . Bisa gitu yaa?,1588702100934234113,3816,hendra5010vers
3816,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b340>,05/11/2022,@RamliRizal @jokowi Maka berikan kesempatan jdi 3 periode bahkan seumur hidup 🤭☕,1588688006680317952,3817,keong_ngebut
3817,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b3a0>,04/11/2022,Saya dukung pak jokowi 3 periode biar mrk ada kerjaan demoooooo 😂 😂 😂,1588681551092797442,3818,Rahayu60336018
3818,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b400>,04/11/2022,Ngr dan bgs Indonesia lbh maju dan modern selama Jokowi Presiden.bahkan jutaan rakyat menginginkan lanjut 3 periode. Kelompok anda hny butiran debu dan seonggok bangkai yg mencoba mengganggu republik ini. Enyah kau ke tong sampah. Budak berisi cacing yg hidup dari kotoran.,1588672986231762944,3819,JohnPhi42491333
3819,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b460>,04/11/2022,"@Fikri_Prianton @msaid_didu Andai boleh 3 periode,  Jokowi yg bakal terpilih lagi yg lain hanya pengembira",1588649693722324992,3820,SajahMarisa
3820,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b4c0>,04/11/2022,"@_MbakSri_ Ulama sudah nggak laku ya cari uang lewat Demo, dalam hati mereka berdoa ya Allah semoga pak Jokowi jadi presiden 3 periode biar bisa demo terus 🤣🤣🤣🤣🤣🤣🤣🤣🤣",1588595363640115200,3821,AlifPancasila
3821,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b520>,04/11/2022,"@yangmi3prnew Knp sich gak mundur² , didemo terus gak turun².... Betah amat jadi presiden....mcapeee...deee...  Terserah pak Jokowi deh...mo mundur...mo enggak...mo 3 periode kek... Mau 32 thn keq.... Capek! Gak turun turun....",1588585599069741056,3822,harder_tyo
3822,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b580>,04/11/2022,"@Intel_ORBA Dapet bocoran info Nanti di jateng banyak baliho jokowi 3 periode,",1588583072261623808,3823,jabrigbaee
3823,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b5e0>,04/11/2022,"Bukan sja klean  yg tntut pak Jokowi...kita juga tpi bdanya, kdrun tntut mundur, kita tntut maju...maju periode ke 3😀  Eh...kok org asing yg demo?🤔 https://t.co/dnWL88Qu0F",1588579516133539840,3824,olland72
3824,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b640>,04/11/2022,"Klo kelompok kardun demo pak jokowi mundur,, pada belaga bego,, giliran rakyat # 3 periode, ,, nongol paling depan sok paling bener,,  🤦🤦🤦 yang di butuhin rakyat # RAMPAS ASET KORUPTOR malah pada kaga ada suaranya , yang katanya orang paling bener,, https://t.co/Grq1FuCfKD",1588551124017377281,3825,SamudraAdlu
3825,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b6a0>,04/11/2022,@caul_tanjung Aku teriak jokowi 3 periode donkkkkk,1588540680645013504,3826,To7033397616
3826,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b700>,04/11/2022,"@DaengWahidin2 Mak2 ini berterima kasih kepada pak Jokowi dengan adanya pak Jokowi jadi Presiden akan ada Demo terus lumayan dapur ngebul, harapan pendemo, pak Jokowi 3 periode biar nggak usah kerja lain cuma modal teriak2 sdh dpt makan dan bawa pulang duit🤣🤣🤣🤣🤣🤣",1588533533135339522,3827,AlifPancasila
3827,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b760>,04/11/2022,"@alextham878 Mata pencaharian mereka demo, kalau pak Jokowi mundur berkurang nanti uang buat anak istrinya, makanya mereka berharap pak Jokowi 3 periode supaya demo diperpanjang 🤣🤣🤣🤣🤣🤣🤣🤣",1588532774709112832,3828,AlifPancasila
3828,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b7c0>,04/11/2022,"@RyanRahmadhan @veaadeeana @GagakNew nah,itu dia,kalau ngomongin konstitusi inkonstitusi.Demo Jokowi mundur boleh, kalau minta Jokowi 3 periode boleh jugakan?,kan demokrasi.Yekan?🤣😁🐒",1588532017079410688,3829,Ghufronaminjk
3829,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b820>,04/11/2022,@Usuludin321 Jokowi 3 periode 😁,1588525257463250951,3830,supraward
3830,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b880>,04/11/2022,@sutanmangara Biar kadrun panas  Jokowi 3 periode ... bapuk langsung junjungan nya 😅🤣🤣🤣🤣,1588524285584609281,3831,GomarusBudiatn4
3831,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b8e0>,04/11/2022,"@RyanRahmadhan @veaadeeana @GagakNew wkwkwk,demo terus minta Jokowi mundur.Giliran ada yg minta Jokowi 3 periode pada kebakaran jembit 🤣.Mau2nya dikadalin sama buat demo🤣🐒 😁.",1588508461578727424,3832,Ghufronaminjk
3832,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b940>,04/11/2022,Andai bisq 3 Periode. Tp P. Jokowi mng patuh pd Undang Undang. Semoga P. Ganjar Pranowo gantinya,1588506685596803072,3833,DinaKusmayanti9
3833,<sqlalchemy.orm.state.InstanceState object at 0x7f88a932b9a0>,04/11/2022,"@FWBSmg menurut gua ni sendernya lebih trrbuka pikirannya ga tentang duit doang, dia yang ngajak dia yang suruh bayar itu bisa kesepakatan orangnya yg mau si emang, cuma ya aneh kalo jokowi 3 periode",1588465321828286464,3834,psychoobilly
