,_sa_instance_state,datetime,text,tweet_id,id,username
0,<sqlalchemy.orm.state.InstanceState object at 0x7f88a81068e0>,30/12/2022,"Namanya gelandangan yeah bginilah,gelandangan politik ngawur mulu   Amien Rais Minta Jokowi Lupakan 3 Periode: Oktober 2024 Purna Tugas, InsyaAllah Jadi Guru Bangsa   https://t.co/EzJ97DN2mP lewat @tribunnews",1608956051495452672,1,sihol72
1,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106940>,30/12/2022,"Selamat menyongsong Tahun Baru 2023 Sahabat Terhormat dan yang Saya Muliakan.kiranya sehat selalu&amp;dalam Lindungan Tuhan,Amin. mohon mampir sejenak.🙏😀🙏👍🇮🇩🇮🇩🇮🇩 #jokowi3periode (ini hak saya bersuara/berpendapat) https://t.co/a8zuDV1VgW",1608951841412481026,2,RamotHalomoan
2,<sqlalchemy.orm.state.InstanceState object at 0x7f88a81069a0>,30/12/2022,@LifeGreal @detikcom @NasDem @PKSejahtera @PDemokrat 2 periode Jokowi berkuasa aja para kaum kadal gurun pada kejang2 n pada gila berjamaah  . . Apalagi jika 3 periode? Bisa2 RSJ penuh 🤣🤣🤣🤣🤣,1608876089698586625,3,RicoRubawange
3,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106a00>,30/12/2022,Kalau ide mungkin banyak mengidekan. Soal implementasi pak @jokowi the best. Lanjutkan 3 periode pak 😄,1608872191994785792,4,FintraDigital
4,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106a60>,30/12/2022,"namanya pendapat boleh aja ya kan, yg pasti presiden Jokowi sudah dgn tegas mengatakan tidak ada 3 periode, pemilu akan tetap berjalan karna Jokowi patuh pada konstitusi  https://t.co/yHaoyq0wGT",1608861219125080066,5,PutriSemesta45
5,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106ac0>,30/12/2022,@FWBESS Jokowi 3 periode ngga?,1608857516053778432,6,unknownppl666
6,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106b20>,30/12/2022,Dukung Jokowi 3 Periode hahaha,1608851392520945670,7,Sing4Gurun
7,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106b80>,30/12/2022,@Anti_Oligarki @RamliRizal Coba mana datanya Yang ngomong Lanyalla dukung Jokowi 3 periode ??????,1608838330950774785,8,LaNyallaAcademy
8,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106be0>,30/12/2022,"@Shofia_Labora @jokowi Si paling membantu 😂. Nanti jokowi fokus bantuan sana, ada yg komen ""pak Indonesia bukan di cianjur aja, masih ada papua, dll."" ; ""halah.. Cari sensasi utk 3 periode"". Dan masih banyak yg lainnya. Intinya ndk pernah bener 😂",1608818268596494336,9,EkarinantoM
9,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106c40>,30/12/2022,"Trending topik  presiden Jokowi Dodo berkunjung di daerah bima NTB pasar sila, seorang  laki-laki ini lolos dari Cegatan pampers. ingin menyuarakan isi hati nya secara langsung dgn presiden💪💪🤗 suara wong Bima #3 periode buat #Jokowidodo https://t.co/fRLxAcvh54",1608818126766112773,10,Erick1Eriyanto
10,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106ca0>,30/12/2022,@NKRI_jokowisyoo Maturnuwun pak jokowi💞 3 periode njih @jokowi,1608813254599675909,11,santriblidik
11,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106d00>,30/12/2022,"Presiden 3 Periode Rusak Konstitusi, PPI Minta Jokowi jadi Negarawan https://t.co/iTF5Bzi768",1608812776167976960,12,OposisiCerdas
12,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106d60>,30/12/2022,@VIVAcoid Hidup Jokowi semoga bisa 3 periode bila perlu seumur hidup,1608808073094926336,13,jean08ohoitel
13,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106dc0>,30/12/2022,"Bongkar Alasan Relawan Jokowi Tolak 3 Periode, Rocky Gerung: Mereka Tahu Anies Terus Salip Ganjar https://t.co/C6OGLH7Aor",1608805106325278721,14,WartaEkonomi
14,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106e20>,30/12/2022,"Ntar ketika 2024 berakhir tetiba mbah Amien merasa seperti pahlawan, teriak2 ke kadrun krn dialah Jokowi ga maju 3 periode🙈",1608804532938772480,15,Tanah_air_q
15,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106e80>,30/12/2022,@jokowi 3 Periode pak De @jokowi .. Tetap Semangat Pak !!! Atas nama Rakyat .. https://t.co/RTyP7gDerc,1608798183748165633,16,AFFA_SNR
16,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106ee0>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/GKe6sT2gYr",1608775659572318213,17,news_wanheart
17,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106f40>,30/12/2022,"@detikcom Seharusnya Bapak Jokowi sih 3 periode, tpi jka tdak sesuai regulasi Ibu Puan lah yang pantas jdi presiden selanjutnya 🫥",1608771085520244736,18,danil_adp
18,<sqlalchemy.orm.state.InstanceState object at 0x7f88a8106fa0>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/HDt2ecjLrh",1608763948492533760,19,OposisiCerdas
19,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2040>,30/12/2022,mending jokowi 3 periode,1608760421225476096,20,so8aron
20,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb20a0>,30/12/2022,Jokowi mengatakan penegasan soal jadwal penyelenggaraan Pemilu 2024 harus diberikan agar tak ada lagi isu soal penundaan hingga '3 periode'. https://t.co/Yq0igSGwTG,1608754178532442121,21,DoraLiggons1
21,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2100>,30/12/2022,"@NKRI_jokowisyoo Saya asli jakarta tapi sekarang tinggal di pekanbaru jadi gk sabar mau punya mobil biar bs pulkam ke jkt, jarak tempuh jadi lebih cepat. Ini semua gara² Pakde Jokowi, terima kasih Presidenku.  #jokowi3periode",1608750239250513921,22,RubenRompis
22,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2160>,30/12/2022,"Damai Hari Lubis  Pengamat Hukum &amp; Politik Mujahid 212  Jokowi/ Jkw  3 periode  melalui pemilu 2024 diundur, adalah sebuah planning A atau rencana pertama. Dan sudah didrop oleh Jkw ( dibaca : oleh oligarki ), oleh sebab test water planning A. yang dilempar ke publik  melalui",1608734872063078401,23,damaiharilubis6
23,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb21c0>,30/12/2022,"( Ikhtisar : Sebuah prediksi suksesi kepemimpinan di tanah air melalui Pemilu Capres dan Cawapres di Tahun 2024, gelanggang pesta demokrasi rakyat demi status quo atau perubahan untuk NRI. lebih baik ? )  Planning A Oligarki Jokowi 3 Periode Pupus, Ganjar adalah Planning B",1608734870154653697,24,damaiharilubis6
24,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2220>,30/12/2022,@caul_tanjung Tidak ada penundaan pemilu cuma pengangkatan jokowi 3 periode sj drun,1608730357335232512,25,mjpty58
25,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2280>,30/12/2022,Warga Lampung Pasti dukung Jokowi Untuk Presiden Kalo Bisa 3 Periode #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/L52M11ZqcK,1608727161396936705,26,AnandaVita6
26,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb22e0>,30/12/2022,"“Ada kawan-kawan relawan yang mendukung 3 periode, kami juga akui itu. Ada juga yang menginginkan Pak @jokowi terus, ada yang bagi mereka presiden itu Pak Jokowi terus,” kata Handoko kepada wartawan di Kantor Projo, Jakarta Selatan, Rabu (28/12/2022). https://t.co/mYWkeNMvBm",1608721433148153858,27,Projo_Pusat
27,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2340>,30/12/2022,"@SalminKhan14 @jokowi Salah besar kalau dibenci 70 rakyat NTB. Yg 70% itu krn terprovokasi &amp; dibodohi elit"" yg tidak setuju dg cara Jokowi memimpin dan membangun negeri. Andai boleh mencalonkan lg sbg presiden unt periode 3, lebih dari 80-90% rakyat NTB akan dukung Jokowi.",1608718031135596544,28,raintears67
28,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb23a0>,30/12/2022,@Eyang_Papi Program kerja thn an: Jan anti terompet Feb anti Valentin Maret isu 3 periode April sebar hoax Mei demo anti jokowi Juni isu pancasila Juli fitnah pemerintah Agt isu pakaian adat 17an Sep bakar bendera PKI Okt fitnah jokowi Nov sibuk urus reuni Des razia atribut natal / trompet,1608698205109354498,29,geetracker
29,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2400>,30/12/2022,@jokowi Riang gembira pak jokowi layak 3 periode #NKRI🇮🇩🇮🇩🇮🇩,1608696246847537155,30,PMI_Millenial
30,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2460>,30/12/2022,@BangEdiii @jokowi kaya gini mau 3 periode? Ketawa...,1608690665717923843,31,putih_dan_hitam
31,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb24c0>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/vDCDa3oTCL",1608682135828987906,32,RepelitaO
32,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2520>,30/12/2022,"@jokowi Pak tolong jgn ngotot 3 periode ya,ini negara jadi carut marut karena presidennya gak ngerti apa apa,maaf loh pak...sekitar bapak adalah manusia2 dungu",1608677969362575360,33,IRA37785083
33,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2580>,30/12/2022,"TANGKAP SEMUA TEROR IS KONSTITUSI.      Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/MScRKtwCxZ",1608677069227196418,34,malikah65367056
34,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb25e0>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/60JkNMxBBa",1608672528960212992,35,BeritakanID_com
35,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2640>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/gY6TE0K8cf",1608666687133388803,36,democrazymedia
36,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb26a0>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/2xHOlGqeME",1608663163146502144,37,RepelitaO
37,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2700>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/9xjrHNw6eC",1608658546337669122,38,gatotsuhiro
38,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2760>,30/12/2022,@NKRI_jokowisyoo Mantap pak jokowi 3 periode hidupp 💪,1608652986393432065,39,goro2bojo
39,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb27c0>,30/12/2022,"Yap, memimpinlah sesuai UU dan peraturan yg berlaku. yg gak setuju IKN brti melawan UU. Bicara IKN itu adlh bgmn tata kelolanya, lihat kondisi yg ada, jk memungkinkan knp tidak? Sy setuju IKN(sesuai UU) yg sy gak setuju jokowi 3 periode krn itu melwan konstitusi. 😁👍🙏",1608651130623655936,40,kuntaw_h
40,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2820>,30/12/2022,"@Usuludin321 Bisa 3 periode,tapi Bapak Jokowi tidak bersedia bagaimana,,,karena Bapak Jokowi taat dgn konstitusi",1608651114056151043,41,Saipul76104730
41,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2880>,30/12/2022,"Liat drunnn Presiden Indonesia pak Jokowi, 3 periode pasti mau 95 persen raKyat Indonesia , kereen sih",1608650239459889153,42,pinkfloydd09
42,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb28e0>,30/12/2022,"@RagilSemar Yap, memimpinlah sesuai UU dan peraturan yg berlaku. yg gak setuju IKN brti melawan UU. Bicara IKN itu adlh bgmn tata kelolanya, lihat kondisi yg ada, jk memungkinkan knp tidak? Sy setuju IKN(sesuai UU) yg sy gak setuju jokowi 3 periode krn itu melwan konstitusi. 😁👍🙏",1608650227367710721,43,kuntaw_h
43,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2940>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/27AyAXDI48",1608646650557521921,44,geloraco
44,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb29a0>,30/12/2022,@RaraLovie Setingan gak ya 😂. pak jokowi sangat di sayangi rakyat .  3 periode saja pak 😂. 🤮🤮🤮,1608646517187018755,45,STresnowat1
45,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2a00>,30/12/2022,"@AdiAdimsamin @NKRI_jokowisyoo Gw pendukung Jokowi, tp ga setuju dia 3 periode. Ikutin aturan yg ada aja. Bukan apa², udah males dgn perpecahan warga Indo krn haters²nya. Mendingan diganti dgn org yg bs melanjutkan visi misinya.",1608642601707790336,46,PooHunny13
46,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2a60>,30/12/2022,"Jokowi Diminta jadi Negarawan, Presiden 3 Periode Merusak Konstitusi : Presedium Pemuda Indonesia (PPI) kembali melakukan aksi di depan Istana Presiden Jakarta. Aksi yang dilakukan Presidium Pemuda Indonesia terkait isu wacana 3 periode dan atau… https://t.co/6uBo3NFOgf",1608632851309948928,47,RMOLJatim_id
47,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2ac0>,30/12/2022,@Yurissa_Samosir Setuju 3 periode tuk jokowi kata Mr. Rg,1608622004827222017,48,bangsholeh161
48,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2b20>,30/12/2022,"Tolak Jokowi 3 Periode, Rocky Gerung Langsung Beberkan Strategi PROJO https://t.co/336MRuu9Kh",1608615388899835905,49,tvOneNews
49,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2b80>,29/12/2022,"@baronko_cole Pendukung jokowi pasti makin bangga dan memuja, makin getol suarakan 3 periode",1608600534088568833,50,Qshareina
50,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2be0>,29/12/2022,@AirinDatangLagi Jokowi 3 periode,1608599608648937474,51,nurfajar_banser
51,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2c40>,29/12/2022,@tanyakanrl Dukung Jokowi 3 periode,1608544599852847104,52,kapabilite
52,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2ca0>,29/12/2022,@jokowi @widayatiningMMh Sederhana banget cocok 2-3 periode,1608517037676179456,53,afatsal
53,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2d00>,29/12/2022,"@democrazymedia @MprAldo Dan presidenya sdh dpt saya pstikan Ganjar Pranowo yg meneruskan estafet oligarki untk menggantikan Jokowi bl skenario 3.periode gagal,tp bl skenario 3.periode brhsil maka psti Jokowi lg yg jd presidenya.",1608513725669199872,54,Rocky45724744
54,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2d60>,29/12/2022,@CyberHansip86 Mungkin mau minta oleh² ke pak presiden? Atau mau minta jadi komisaris??? Atau mau foto bareng sama presiden?? Atau mau jaketnya pak Jokowi? Atau mau ngomong kalo mau dukung 3 periode ???,1608502429116674049,55,Hardiyan_36
55,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2dc0>,29/12/2022,@MichaelNababani Harusnya pak Jokowi tgl 31 Desember 2022 ngeprank mengumumkan Pemilu ditunda/lanjut 3 periode jd pas malam tahun baru pembenci Jokowi jd PD pulang ke Rahmatullah. Enak jadi aman negeri ini. 🙏😅,1608493230517268487,56,matjanmi
56,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2e20>,29/12/2022,"Sayang sekali Bpk Jokowi sdh mengatakan hanya 2 periode, seandainya 3 periode orang ini pasti sudah kejang2 kelojotan.. https://t.co/xscyeHnwAL",1608491383555489794,57,MichaelNababani
57,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2e80>,29/12/2022,@NKRI_jokowisyoo Jokowi tuh kagak mau 3 periode kitanya aja yang mau,1608460050867314689,58,pacar_awkarin
58,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2ee0>,29/12/2022,Mi: Saya Xue: Cinta Jokowi  Mixue: Saya dukung Jokowi 3 periode,1608459520220762116,59,barnadi
59,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2f40>,29/12/2022,"Temen aku yg lama tinggal di Amrik merit sama orang sana nulis : Pak Jokowi Satu2nya presiden Indonesia yg kudoakan sampai berlinang air mata.  Cinta tulus rakyat itu yg membuat oposisi takut dg '3 periode'. Krn klo Pak Jokowi ikut kontestasi lagi, kemungkinan besar menang lagi.",1608448921839505408,60,tjitrosoenarjo2
60,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3fb2fa0>,29/12/2022,Kok banyak yang angkat 3 periode buat Pak Jokowi 🤭❤️🔃👇🏻🤣 https://t.co/wqoZ1eIVh5,1608434557895970822,61,AQSopo4
61,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84040>,29/12/2022,"Jokowi kerenn emang , NKRI maju 3 periode",1608411773727825921,62,pinkfloydd09
62,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f840a0>,29/12/2022,"@dedimahardi @muchlis_ar @saiful_mujani @saifulmujani @saidiman @jokowi Pak Jokowi sudah jelas menolak untuk 3 periode,  buat apalagi dibahas?",1608402708289191937,63,tambunanborneo
63,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84100>,29/12/2022,@jamban9 @jokowi Ini bagian dari operasi 3 periode,1608392962421182465,64,dodi_owi
64,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84160>,29/12/2022,NKRI Harga Matiiii ✊🐸  #JokowiHebat #Jokowi3periode #PrestasiJokowi #JokowiAdalahKita #JokowiPresidenku #JokowiMajuBersamaIndonesia,1608391714519285761,65,gibahnerakabumi
65,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f841c0>,29/12/2022,@JaenoXTM Drama pengen 3 periode seolah-olah rakyat cinta jokowi...🤣,1608390700428832770,66,dedifrozenfood
66,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84220>,29/12/2022,@jokowi Layak 3 periode suara milenial dukung,1608381895557144576,67,PMI_Millenial
67,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84280>,29/12/2022,@ariyanto9993 Konsistensi Jokowi Tolak Penundaan Pemilu dan Jabatan Presiden 3 Periode https://t.co/6pAAX4He2C,1608381176665997313,68,FreddyAdi2
68,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f842e0>,29/12/2022,@ariyanto9993 Jokowi Tegaskan Tolak 3 Periode: Konstitusi Tidak Membolehkan https://t.co/Eio0K9sY5w,1608381142646022145,69,FerryFrank2
69,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84340>,29/12/2022,Pak Jokowi memang terbaik. Lanjut 3 periode! 🤟,1608379188800811009,70,eriksonnn_
70,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f843a0>,29/12/2022,"Presiden Jokowi menegaskan dirinya menolak usulan perpanjangan masa jabatan presiden 3 periode. Hal itu disampaikan oleh Jokowi dalam pertemuan dengan sejumlah pemimpin redaksi di Istana Kepresidenan  ""Saya kan sudah bolak-balik jawab, mau jawab apa lagi?"" kata dia. https://t.co/GuVSpmVFgO",1608363795847745536,71,tatarenita15
71,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84400>,29/12/2022,Relawan Jokowi Tolak Keras Wacana 3 Periode: Kami Tidak Mungkin ‘Mengamini’ Tindakan Berbahaya! https://t.co/ehcZQBsRav,1608354634825076736,72,WartaEkonomi
72,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84460>,29/12/2022,"@BosPurwa Hasil kinerja jokowi selama 8th :  - RI masuk 100 negara termiskin di dunia - IQ RI rata2 78 terburuk di ASEAN - RI penduduknya terbanyak alami gizi buruk di ASEAN - RI juara 3 di asia negara terkorup  Hasil jeblok gitu ada yg teriak2 3 periode,,kelainan jiwa.",1608348991988846592,73,khojan_x_x
73,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f844c0>,29/12/2022,"Sy tidak ada urusan dgn Partai2 Sy bebas..!!!  Tapi yg jadi perhatian saya, angka 3.  Apakah ini tanda alam: 3 Periode..?? Jokowi itu dari partai PDIP. https://t.co/YQAQzx1tCk",1608346676179390465,74,BudTeguh
74,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84520>,29/12/2022,@MireinaRiviere 3 periode aja gaksie pak @jokowi ?,1608344706811035648,75,andhikatsu
75,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84580>,29/12/2022,Warga Lampung Pasti dukung Jokowi Untuk Presiden Kalo Bisa 3 Periode #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/XQsd5pIRZa,1608343402352988161,76,nindyriaa
76,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f845e0>,29/12/2022,"@tempodotco Jika Jokowi jd 3 Periode, adalah Sesuatu yg memprihatinkan dlm tubuh Bangsa ini. Arti Nya : sbg wujud Kegagalan Pemimpin, dlm membina Bangsa n mempersiapkan Generasi Penerus Nya. Pak Jokowi WAJIB, menyiapkan Kader yg Mumpuni n hrs Transparan kpd Rakyat Nya, Siapa calon yg Tepat.",1608335137619709953,77,Dank89375697
77,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84640>,29/12/2022,○ MASIH WARAS! SEKJEN      PROJO TOLAK JOKOWI 3      PERIODE.  KETUM PROJO:      ADA YANG USUL SEUMUR      HIDUP.  https://t.co/ohoL30xsoi,1608333640068640774,78,Ghifari17smp
78,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f846a0>,29/12/2022,"Tolak Jokowi 3 Periode, Projo: Regenerasi Harus Berlanjut - Nasional https://t.co/qavBwnmJtc https://t.co/7I3mUfNbvl",1608325216845058048,79,handoko2411
79,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84700>,29/12/2022,"Tolak Jokowi 3 Periode, Projo: Regenerasi Harus Berlanjut https://t.co/ivsBYzXyhN",1608319411940884486,80,lewispoolilies
80,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84760>,29/12/2022,"@NenkMonica Emang kenapa kalau wacana 3 periode? Haram? Lalu menuntut mundur Jokowi halal? Ini demokrasi bukan suka2. Kalau mau 3 periode ada prosesnya, kalau nuntut mundur ada juga prosesnya.",1608315184325722115,81,msiagia
81,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f847c0>,29/12/2022,"Meski Tutup Wacana 3 Periode, Jokowi Dinilai Bakal Jadi Kekuatan Penentu Pemilu 2024 https://t.co/X77PaOxMpq",1608309358386987008,82,BeritakanID_com
82,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84820>,29/12/2022,"@tvOneNews @karniilyas Jokowi cukong oligarki akan all out menggunakan kpu bawaslu MK polisi media2 mainstream survey2 bayaran utk menjegal anies baswedan atau cari legitimasi utk 3 periode/perpanjang jabatan, usahain ganjar erick didukung pdip dan atau pemilu 2024 ditunda ..",1608308878659457025,83,PONOROG23764997
83,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84880>,29/12/2022,@Evalez_ PiNter kan pejabat negara ini.makanya dukung pak @jokowi  3 periode.kalau mau goblok mah jgn nanggung 😀😀,1608270902097244163,84,Yopiluthfi2
84,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f848e0>,29/12/2022,"Tolak Jokowi 3 Periode, Projo: Regenerasi Harus Berlanjut https://t.co/hNNwdiQ2oR #TempoNasional",1608268075861966849,85,tempodotco
85,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84940>,29/12/2022,"Meski Tutup Wacana 3 Periode, Jokowi Dinilai Bakal Jadi Kekuatan Penentu Pemilu 2024 https://t.co/cf7iJpGFvE",1608266443484954624,86,geloraco
86,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f849a0>,29/12/2022,@abu_waras Qodari ini Pendukung setia Ahok dan Jokowi kok belum ada juga tawaran jd komisaris BUMN ya 😀 makanya mana tau di periode ke 3 nanti jika Jokowi menang lagi bisa jadi menteri BUMN malah krn jd inisiator,1608253103308173313,87,SyamsirHMSyari2
87,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84a00>,28/12/2022,"@CNNIndonesia termakasih pak jokowi yg adh memberikan kemdhan buat UMKM, kadrun kelojotan dgr berita kaya ginian..yok 3 periode atw GP biar indonsia ttp adil dan sejahtera",1608247365189931014,88,LeuncaBohay
88,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84a60>,28/12/2022,@KompasTV Andai jokowi 3 periode ga bakalan spt ini😅,1608243901810487297,89,ozfarirza
89,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84ac0>,28/12/2022,"@tifsembiring ² periode kan sudah cukup emang jokowi mo maju periode ke ³ ?  atau, utk presiden berikutnya harus yg dpet restu dri jokowi ?  restu itu dari masyarakat Indonesia....",1608242811438247936,90,yantomee
90,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84b20>,28/12/2022,@abu_waras Jokowi 3 Periode 😁🤣🤪🤪,1608215152079572992,91,BudTeguh
91,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84b80>,28/12/2022,@democrazymedia Jangankan mentrinya wong pretsidene Mr @jokowi sang PEMBOHONG aja OTaKnya enggak Beres udah Gatol ngurus negara HALUU bikin IKN lah mau 3 periode lah apalgi simbah wapres malah ngemis ke Rakyat krn kas negara Menipis Nagar #JokowiTakutAniesPresiden #JokowiTakutAniesPresiden https://t.co/ZgRJwOGVNB,1608151834601955331,92,dewimajid4
92,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84be0>,28/12/2022,@gibran_tweet pasti isi bukunya tentang pak jokowi 3 periode😀,1608143824395857921,93,agungggrydi
93,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84c40>,28/12/2022,@CyberHansip86 Katanya sih Ada 3 agenda oligarki Plan a jokowi 3 periode Plan b perpanjangan jabatan/penundaan pemilu Plan c dukung boneka...  https://t.co/d9cfPPJOAU.,1608119802547277830,94,ArRayah43832329
94,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84ca0>,28/12/2022,Ini Alasan Projo Tolak Jokowi 3 Periode dan Penundaan Pemilu 2024 https://t.co/rVUBTmzu4H #penundaanpemilu lewat @jpnncom,1608099705212526593,95,FathraNazrul
95,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84d00>,28/12/2022,"Andai Hukum membolehkan Presiden 3 Periode, saya pengen banget SBY yg di adu sama Jokowi. Biar ko tau, siapa yg paling di Percaya Rakyat Indonesia.  Yg jelas SBY akan KO. Pasti..!!! 🤣",1608094341310054400,96,Candra4smara
96,<sqlalchemy.orm.state.InstanceState object at 0x7f88a3f84d60>,28/12/2022,Jokowi hebat !!! Jgn cuma 3 periode 🤪 https://t.co/zpTNw8jvy3,1608089428005908487,97,iyoet__1075
